source,target,edge_type,confidence,evidence_source,notes
A_FAR,C_FAR_TSSD,uses_mechanism,HIGH,E03;E04,Paper/code distinction documented in the FARTrack analysis.
A_FAR,C_FAR_IFAS,uses_mechanism,HIGH,E03;E04,Paper/code distinction documented in the FARTrack analysis.
A_FAR,C_FAR_MASK,uses_mechanism,HIGH,E03;E04,Paper/code distinction documented in the FARTrack analysis.
A_FAR,C_FAR_CE,uses_mechanism,HIGH,E03;E04,Paper/code distinction documented in the FARTrack analysis.
A_FAR,C_FAR_SIOU,uses_mechanism,HIGH,E03;E04,Paper/code distinction documented in the FARTrack analysis.
A_FAR,C_FAR_KL,uses_mechanism,HIGH,E03;E04,Paper/code distinction documented in the FARTrack analysis.
A_SPIKE,C_SPIKE_TEMPLATE,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_SEARCH,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_NILIF,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_CACHE,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_MRM,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_HEAD,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_FOCAL,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_GIOU,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_L1,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
A_SPIKE,C_SPIKE_RUNTIME,uses_mechanism,HIGH,E05;E07;E23;E24,Released architecture/runtime evidence.
C_FAR_TSSD,D_TASK_DISTILL,instantiates_principle,MEDIUM,E03;E04,Analyst extraction from primary mechanism evidence.
C_FAR_TSSD,D_PREFIX,instantiates_principle,MEDIUM,E03;E04,Analyst extraction from primary mechanism evidence.
C_FAR_IFAS,D_TEMP_AMORT,instantiates_principle,MEDIUM,E03;E04,Analyst extraction from primary mechanism evidence.
C_FAR_IFAS,D_MODERATE,instantiates_principle,MEDIUM,E03;E04,Analyst extraction from primary mechanism evidence.
C_FAR_TSSD,D_ORTHOGONAL,instantiates_principle,MEDIUM,E03;E04,Analyst extraction from primary mechanism evidence.
C_FAR_IFAS,D_ORTHOGONAL,instantiates_principle,MEDIUM,E03;E04,Analyst extraction from primary mechanism evidence.
A_SPIKE,D_SPIKE_SPECIFIC,instantiates_principle,MEDIUM,E05;E06;E07,Analyst extraction from primary mechanism evidence.
F01,PR_ACCURACY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F02,PR_REDUNDANCY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F03,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F04,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F05,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F06,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F07,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F08,PR_REDUNDANCY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F09,PR_REDUNDANCY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F10,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F11,PR_TEMPORAL,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F12,PR_TEMPORAL,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F13,PR_TEMPORAL,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F14,PR_TEMPORAL,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F15,PR_ACCURACY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F16,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F17,PR_EDGE,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F18,PR_ACCURACY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F19,PR_ACCURACY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
F20,PR_ACCURACY,solves_problem,MEDIUM,E01;E02,"Taxonomy-level relationship, not a paper performance claim."
C_SPIKE_RUNTIME,PR_DEPLOY,contributes_to,HIGH,E07;E24,Pinned-runtime/export evidence.
P_P028,A_SPIKE,knowledge_donor_to_SpikeTrack,HIGH,E03;E04,task-specific depth reduction and temporal mask reuse
P_P067,A_SPIKE,knowledge_donor_to_SpikeTrack,HIGH,E09,template-once asymmetry; direct modulation is incompatible with SpikeTrack paper ablation
P_P034,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E10,stage replacement and stage-wise feature mimicking
P_P048,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E11,deep-to-shallow and dense-to-sparse distillation; NeurIPS 2023
P_P044,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E12,asynchronous feature extraction and layer pruning
P_P023,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E13,adaptive routes and target-aware self-distillation; strong collision
P_P024,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E14,parallel decoding and confidence exit; collision-prone
P_P018,A_SPIKE,knowledge_donor_to_SpikeTrack,HIGH,E15,cross-resolution distillation
P_P025,A_SPIKE,knowledge_donor_to_SpikeTrack,LOW,E16,persistent temporal state; likely cost increase
P_P005,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E17,video-level appearance/motion pretraining
P_P026,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E18,lightweight hierarchy and bridge module
P_P012,A_SPIKE,knowledge_donor_to_SpikeTrack,LOW,E19,target-aware token pruning; journal publication but structural mismatch
P_P033,A_SPIKE,knowledge_donor_to_SpikeTrack,LOW,E20,spike-specific regularization; multimodal task mismatch
P_P048,A_FAR,knowledge_donor_to_FARTrack,HIGH,E11,deep-to-shallow and dense-to-sparse distillation collision/reference
P_P034,A_FAR,knowledge_donor_to_FARTrack,MEDIUM,E10,stage-wise compression contrast to adjacent-depth TSSD
P_P044,A_FAR,knowledge_donor_to_FARTrack,MEDIUM,E12,static layer reduction and template-reuse contrast
P_P024,A_FAR,knowledge_donor_to_FARTrack,MEDIUM,E14,parallel sequence-generation latency contrast
P_P018,A_FAR,knowledge_donor_to_FARTrack,MEDIUM,E15,orthogonal input-resolution reduction and distillation
P_P005,A_FAR,knowledge_donor_to_FARTrack,HIGH,E17,autoregressive appearance-motion training reference
P_P060,A_FAR,architectural_ancestor,MEDIUM,E03,Sequence-to-sequence tracking is a documented autoregressive paradigm reference; this edge does not assert code inheritance.
A_FAR,A_SPIKE,shares_design_principle,MEDIUM,E03;E05,"Both reduce repeated tracking work, but representations and mechanisms are not directly compatible."
P_P067,A_SPIKE,possible_novelty_collision,HIGH,E09,asymmetric/template-once architecture
P_P048,A_SPIKE,possible_novelty_collision,HIGH,E11,deep-to-shallow and dense-to-sparse distillation
P_P023,A_SPIKE,possible_novelty_collision,HIGH,E13,conditional depth/route selection
P_P012,A_SPIKE,possible_novelty_collision,HIGH,E19,target-aware token sparsity
P_P033,A_SPIKE,possible_novelty_collision,HIGH,E20,spiking tracking and SNN regularization
P_EXT_STD,A_SPIKE,knowledge_donor_to_SpikeTrack,MEDIUM,E21,Quality-based temporal memory maintenance; external to supplied neighborhoods.
P_EXT_STD,A_FAR,knowledge_donor_to_FARTrack,LOW,E21,Reliability-aware temporal memory is a drift-control comparison for persistent template masks.
P_EXT_STD,F14,addresses_within,HIGH,E21,Primary-paper verified memory mechanism.
