record_id,record_type,dataset,provider,provider_record_or_file_id,display_name_or_sequence,external_path,byte_count_or_na,md5_or_na,sha256_or_na,frame_count_or_na,ground_truth_filename_or_na,status,evidence_source,notes
E2-OTB-031,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,David,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\David\img,NA,NA,NA,471,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=David/img; evaluator_anno_path=David/groundtruth_rect.txt; effective_range=300-770; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\David\groundtruth_rect.txt
E2-OTB-032,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,David2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\David2\img,NA,NA,NA,537,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=David2/img; evaluator_anno_path=David2/groundtruth_rect.txt; effective_range=1-537; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\David2\groundtruth_rect.txt
E2-OTB-033,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,David3,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\David3\img,NA,NA,NA,252,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=David3/img; evaluator_anno_path=David3/groundtruth_rect.txt; effective_range=1-252; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\David3\groundtruth_rect.txt
E2-OTB-034,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Deer,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\img,NA,NA,NA,71,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Deer/img; evaluator_anno_path=Deer/groundtruth_rect.txt; effective_range=1-71; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Deer\groundtruth_rect.txt
E2-OTB-035,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Diving,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Diving\img,NA,NA,NA,215,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Diving/img; evaluator_anno_path=Diving/groundtruth_rect.txt; effective_range=1-215; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Diving\groundtruth_rect.txt
E2-OTB-036,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Dog,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Dog\img,NA,NA,NA,127,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Dog/img; evaluator_anno_path=Dog/groundtruth_rect.txt; effective_range=1-127; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Dog\groundtruth_rect.txt
E2-OTB-037,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Dog1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Dog1\img,NA,NA,NA,1350,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Dog1/img; evaluator_anno_path=Dog1/groundtruth_rect.txt; effective_range=1-1350; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Dog1\groundtruth_rect.txt
E2-OTB-038,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Doll,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Doll\img,NA,NA,NA,3872,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Doll/img; evaluator_anno_path=Doll/groundtruth_rect.txt; effective_range=1-3872; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Doll\groundtruth_rect.txt
E2-OTB-039,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,DragonBaby,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\DragonBaby\img,NA,NA,NA,113,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=DragonBaby/img; evaluator_anno_path=DragonBaby/groundtruth_rect.txt; effective_range=1-113; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\DragonBaby\groundtruth_rect.txt
E2-OTB-040,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Dudek,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Dudek\img,NA,NA,NA,1145,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Dudek/img; evaluator_anno_path=Dudek/groundtruth_rect.txt; effective_range=1-1145; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Dudek\groundtruth_rect.txt
E2-OTB-041,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,FaceOcc1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FaceOcc1\img,NA,NA,NA,892,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=FaceOcc1/img; evaluator_anno_path=FaceOcc1/groundtruth_rect.txt; effective_range=1-892; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FaceOcc1\groundtruth_rect.txt
E2-OTB-042,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,FaceOcc2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FaceOcc2\img,NA,NA,NA,812,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=FaceOcc2/img; evaluator_anno_path=FaceOcc2/groundtruth_rect.txt; effective_range=1-812; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FaceOcc2\groundtruth_rect.txt
E2-OTB-043,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Fish,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Fish\img,NA,NA,NA,476,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Fish/img; evaluator_anno_path=Fish/groundtruth_rect.txt; effective_range=1-476; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Fish\groundtruth_rect.txt
E2-OTB-044,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,FleetFace,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FleetFace\img,NA,NA,NA,707,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=FleetFace/img; evaluator_anno_path=FleetFace/groundtruth_rect.txt; effective_range=1-707; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FleetFace\groundtruth_rect.txt
E2-OTB-045,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Football,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Football\img,NA,NA,NA,362,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Football/img; evaluator_anno_path=Football/groundtruth_rect.txt; effective_range=1-362; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Football\groundtruth_rect.txt
E2-OTB-046,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Football1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Football1\img,NA,NA,NA,74,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Football1/img; evaluator_anno_path=Football1/groundtruth_rect.txt; effective_range=1-74; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Football1\groundtruth_rect.txt
E2-OTB-047,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Freeman1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Freeman1\img,NA,NA,NA,326,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Freeman1/img; evaluator_anno_path=Freeman1/groundtruth_rect.txt; effective_range=1-326; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Freeman1\groundtruth_rect.txt
E2-OTB-048,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Freeman3,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Freeman3\img,NA,NA,NA,460,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Freeman3/img; evaluator_anno_path=Freeman3/groundtruth_rect.txt; effective_range=1-460; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Freeman3\groundtruth_rect.txt
E2-OTB-049,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Freeman4,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Freeman4\img,NA,NA,NA,283,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Freeman4/img; evaluator_anno_path=Freeman4/groundtruth_rect.txt; effective_range=1-283; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Freeman4\groundtruth_rect.txt
E2-OTB-050,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Girl,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Girl\img,NA,NA,NA,500,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Girl/img; evaluator_anno_path=Girl/groundtruth_rect.txt; effective_range=1-500; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Girl\groundtruth_rect.txt
E2-OTB-051,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Girl2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Girl2\img,NA,NA,NA,1500,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Girl2/img; evaluator_anno_path=Girl2/groundtruth_rect.txt; effective_range=1-1500; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Girl2\groundtruth_rect.txt
E2-OTB-052,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Gym,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Gym\img,NA,NA,NA,767,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Gym/img; evaluator_anno_path=Gym/groundtruth_rect.txt; effective_range=1-767; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Gym\groundtruth_rect.txt
E2-OTB-053,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human2\img,NA,NA,NA,1128,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human2/img; evaluator_anno_path=Human2/groundtruth_rect.txt; effective_range=1-1128; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human2\groundtruth_rect.txt
E2-OTB-054,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human3,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human3\img,NA,NA,NA,1698,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human3/img; evaluator_anno_path=Human3/groundtruth_rect.txt; effective_range=1-1698; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human3\groundtruth_rect.txt
E2-OTB-055,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human4_2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human4\img,NA,NA,NA,667,groundtruth_rect.2.txt,READY_WITH_NONMUTATING_ALIAS,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human4-2/img; evaluator_anno_path=Human4-2/groundtruth_rect.txt; effective_range=1-667; layout=NONMUTATING_ALIAS_REQUIRED; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human4\groundtruth_rect.2.txt
E2-OTB-056,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human5,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human5\img,NA,NA,NA,713,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human5/img; evaluator_anno_path=Human5/groundtruth_rect.txt; effective_range=1-713; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human5\groundtruth_rect.txt
E2-OTB-057,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human6,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human6\img,NA,NA,NA,792,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human6/img; evaluator_anno_path=Human6/groundtruth_rect.txt; effective_range=1-792; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human6\groundtruth_rect.txt
E2-OTB-058,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human7,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human7\img,NA,NA,NA,250,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human7/img; evaluator_anno_path=Human7/groundtruth_rect.txt; effective_range=1-250; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human7\groundtruth_rect.txt
E2-OTB-059,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human8,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human8\img,NA,NA,NA,128,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human8/img; evaluator_anno_path=Human8/groundtruth_rect.txt; effective_range=1-128; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human8\groundtruth_rect.txt
E2-OTB-060,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Human9,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human9\img,NA,NA,NA,305,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Human9/img; evaluator_anno_path=Human9/groundtruth_rect.txt; effective_range=1-305; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human9\groundtruth_rect.txt
E2-OTB-061,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Ironman,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Ironman\img,NA,NA,NA,166,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Ironman/img; evaluator_anno_path=Ironman/groundtruth_rect.txt; effective_range=1-166; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Ironman\groundtruth_rect.txt
E2-OTB-062,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Jogging_1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging\img,NA,NA,NA,307,groundtruth_rect.1.txt,READY_WITH_NONMUTATING_ALIAS,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Jogging-1/img; evaluator_anno_path=Jogging-1/groundtruth_rect.txt; effective_range=1-307; layout=NONMUTATING_ALIAS_REQUIRED; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging\groundtruth_rect.1.txt
E2-OTB-063,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Jogging_2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging\img,NA,NA,NA,307,groundtruth_rect.2.txt,READY_WITH_NONMUTATING_ALIAS,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Jogging-1/img; evaluator_anno_path=Jogging-2/groundtruth_rect.txt; effective_range=1-307; layout=NONMUTATING_ALIAS_REQUIRED; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging\groundtruth_rect.2.txt
E2-OTB-064,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Jump,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jump\img,NA,NA,NA,122,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Jump/img; evaluator_anno_path=Jump/groundtruth_rect.txt; effective_range=1-122; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jump\groundtruth_rect.txt
E2-OTB-065,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Jumping,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jumping\img,NA,NA,NA,313,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Jumping/img; evaluator_anno_path=Jumping/groundtruth_rect.txt; effective_range=1-313; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jumping\groundtruth_rect.txt
E2-OTB-066,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,KiteSurf,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\KiteSurf\img,NA,NA,NA,84,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=KiteSurf/img; evaluator_anno_path=KiteSurf/groundtruth_rect.txt; effective_range=1-84; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\KiteSurf\groundtruth_rect.txt
