pair_id,side,sequence,frame_index,connected_component,oracle_label,oracle_skip_benefit,oof_skip_probability,selected_C,validation_scheme,threshold_selected,holdout
R3-D01,control,David3,198,component_01,1,0.08832093522381212,0.4923007710143108,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,199,component_01,1,0.10941089447805108,0.48373191698363077,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,200,component_01,1,0.07783482297564936,0.47497290140272574,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,201,component_01,0,-0.06200546303639087,0.495156956892813,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,202,component_01,1,0.21212813626719296,0.49705331397059116,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,203,component_01,1,0.031659760385654434,0.47523829940201656,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,204,component_01,1,0.09390164643565613,0.5037942209685289,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,205,component_01,0,-0.040281226758168476,0.48111536241943526,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,206,component_01,1,0.043472225069881576,0.4977199799669719,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,207,component_01,0,-0.006383513891498049,0.48215531579206006,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,208,component_01,1,0.0013451490859754944,0.489408354875397,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,209,component_01,0,-0.0148746572659616,0.4830046382570122,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,210,component_01,0,-0.011409220409220433,0.4812669638325457,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,211,component_01,1,0.00836893407729844,0.477492091848991,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,212,component_01,1,0.12496174541785776,0.49538735180570476,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,213,component_01,1,0.09084444380000067,0.4845049431128332,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,214,component_01,1,0.039653788693402525,0.4896850587754161,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,215,component_01,0,-0.003949579831932781,0.4949384831306535,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,216,component_01,0,-0.0017028192544756848,0.4891383480275702,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,217,component_01,1,0.06379555849907903,0.4842976209123204,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,218,component_01,0,-0.012747802576995038,0.47851991207566574,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,219,component_01,1,0.17492596017829176,0.4888000571626912,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,220,component_01,0,-0.024201976122392277,0.46849555756669214,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,221,component_01,1,0.09796163469331609,0.49141496782435123,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,222,component_01,1,0.010447638301824602,0.4762629564443064,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,223,component_01,0,-0.08766421339590869,0.4947907551923186,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,224,component_01,1,0.02525729232740548,0.495618367111997,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,225,component_01,0,-0.06781051606752886,0.4806876403389917,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,226,component_01,1,0.010876020714069567,0.4862148296540807,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,227,component_01,0,-0.01726067093146544,0.48275995912989195,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,228,component_01,1,0.05906846312114211,0.4778187330362296,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,229,component_01,1,0.012981729582469681,0.47914923915672225,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,230,component_01,0,-0.007848657346845256,0.49224266980528886,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,231,component_01,1,0.09900587851860154,0.4875458940104478,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,232,component_01,1,0.04246805685627397,0.4788410767289922,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,233,component_01,0,-0.05601914742221359,0.491328003862502,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,245,component_05,0,-0.05714456713648741,0.4542981303010439,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,246,component_05,0,-0.09238802972484428,0.46034596719431575,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,247,component_05,0,-0.055757575757575784,0.4572821456182079,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,248,component_05,1,0.027878787878787947,0.4604513604822221,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,249,component_05,1,0.07777935666873448,0.45504394252409053,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,250,component_05,1,0.06495098039215685,0.4602811888950442,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,251,component_05,1,0.022297836675352123,0.4570048261057807,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,252,component_05,1,0.027972027972027913,0.4676698244050558,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,253,component_05,0,-0.035151515151515156,0.4738288711184009,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,254,component_05,0,0.0,0.4696773808427702,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,255,component_05,0,-0.060600509102129,0.4702997663928461,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,256,component_05,0,0.0,0.47439104839428153,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,257,component_05,0,0.0,0.4878483161267631,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,258,component_05,1,0.025782770820404366,0.4774788814732722,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,259,component_05,1,0.0011701918239681586,0.49101948238147786,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,260,component_05,1,0.028459273797840967,0.49883059323176493,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,261,component_05,0,-0.015475727848045628,0.5012462880314893,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,262,component_05,0,-0.024982475816626937,0.49434716875110385,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,263,component_05,0,-0.05755284975089925,0.5116578417498607,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,264,component_05,1,0.22241302075556224,0.5232677373272998,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,265,component_05,0,0.0,0.532542440271568,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,266,component_05,1,0.16688921014587998,0.517784706146868,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,267,component_05,1,0.024242424242424176,0.4981968551601995,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,268,component_05,0,-0.05029051577724142,0.5019178637890631,0.01,leave-one-connected-component-out,False,False
R3-D11,primary,Freeman3,269,component_05,1,0.13211113211113212,0.5050942420908119,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,13,component_07,0,0.0,0.5290128523952482,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,14,component_07,0,-0.041153464479598445,0.5270068534129009,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,15,component_07,0,-0.03604806408544725,0.5248275654114996,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,16,component_07,0,-0.037187505080858996,0.5183953430975817,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,17,component_07,1,0.03482993197278905,0.5206714674742265,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,18,component_07,1,0.0072637183029446994,0.5229309423040887,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,19,component_07,0,-0.024214054553860276,0.5180750535954765,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,20,component_07,1,0.056519011537292885,0.5190443585363441,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,21,component_07,1,0.021672469258920413,0.5381393898450505,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,22,component_07,0,-0.010294117647058898,0.5372828114154172,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,23,component_07,0,-0.011691431042917144,0.5198701543578943,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,24,component_07,0,-0.04145300891939219,0.5257063855474484,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,25,component_07,1,0.014367924552040279,0.5269555353542106,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,26,component_07,0,-0.055869250075478716,0.5214888743809233,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,27,component_07,1,0.0017566374403445995,0.5219509955247646,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,28,component_07,1,0.1144539763951905,0.5195798860527616,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,29,component_07,1,0.008561627340810896,0.5208625578613276,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,30,component_07,1,0.0008428529500329462,0.5279319271080324,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,31,component_07,0,-0.009817671809256634,0.5369597006834406,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,32,component_07,0,-0.009817671809256634,0.5283621835758248,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,33,component_07,0,-0.05722496243737951,0.5284961160584198,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,34,component_07,0,-0.0023122962546994197,0.5282156063674754,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,35,component_07,0,-0.04387186513522301,0.5305253311954778,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,36,component_07,1,0.01048689138576775,0.5268207693523486,0.01,leave-one-connected-component-out,False,False
R3-D09,control,Human7,37,component_07,0,-0.004552129221732759,0.5351900448362105,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,2,component_02,0,0.0,0.6209590975913558,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,3,component_02,1,0.0021521118512554116,0.506082947102751,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,4,component_02,0,-0.020695040999609504,0.5091747338695294,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,5,component_02,0,-0.020485897370319472,0.5071571127400708,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,6,component_02,0,-0.04930364511691887,0.5068903308829895,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,7,component_02,1,0.07922984436577385,0.5139197512075752,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,8,component_02,1,0.010314028209998827,0.5103101383037083,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,9,component_02,0,-0.08277163815104505,0.5043394301798577,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,10,component_02,1,9.944559083108206e-05,0.496537616023682,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,11,component_02,0,-0.09369959933310179,0.5014980992214118,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,12,component_02,0,-0.11084682075943264,0.5036548893230629,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,13,component_02,0,-0.045877662687128895,0.5123485094618512,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,14,component_02,0,-0.04774257287686556,0.5050795798638889,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,15,component_02,0,-0.056589919392945776,0.49904604221515847,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,16,component_02,1,0.06613110341972817,0.5008927213545967,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,17,component_02,1,0.0014495023159681875,0.4974746025533865,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,18,component_02,0,-0.05516080777860888,0.4940772189296613,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,19,component_02,0,-0.1272984710119449,0.48868491210941667,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,20,component_02,0,-0.1153978891195393,0.4933600868662219,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,21,component_02,1,0.028173575129533668,0.5010607456076185,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,22,component_02,0,-0.053778540483629955,0.5156673200677645,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,23,component_02,0,-0.11596007724655732,0.49359039013107636,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,24,component_02,1,0.13814281384358051,0.49370220880679105,0.01,leave-one-connected-component-out,False,False
R3-D06,control,Human8,25,component_02,0,-0.03764620302358457,0.4927473909322354,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,108,component_02,1,0.0658315398608792,0.4736988133658355,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,109,component_02,1,0.10026906105379674,0.4774944584798253,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,110,component_02,0,0.0,0.4756726927242151,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,111,component_02,0,-0.13443603186846398,0.46933992897880245,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,112,component_02,0,-0.04937319189971068,0.4839885471323986,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,113,component_02,0,-0.06174419791158836,0.4659249209248922,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,114,component_02,1,0.03293231444446176,0.4822773704876331,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,115,component_02,1,0.008137999974368482,0.47804818600466836,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,116,component_02,0,-0.10726659690733631,0.4776780188956627,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,117,component_02,0,-0.047793768221332744,0.48167511018948467,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,118,component_02,1,0.07849119775353708,0.471655851441568,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,119,component_02,0,-0.09433929043049571,0.4766846585739956,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,120,component_02,0,0.0,0.47228405341095,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,121,component_02,1,0.20569338656086467,0.4760746100536905,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,122,component_02,1,0.05238895280028477,0.4787790028325767,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,123,component_02,0,-0.0023153707364234055,0.470788759797032,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,124,component_02,1,0.02081406105457906,0.47542318004575285,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,125,component_02,0,-0.0495434056672619,0.49515109155816767,0.01,leave-one-connected-component-out,False,False
R3-D02,control,Human8,126,component_02,1,0.07130534790109255,0.4634201239471026,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,150,component_02,0,-0.05502359285907932,0.48870695685555887,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,151,component_02,1,0.03464055118988091,0.4914008591963059,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,152,component_02,0,-0.006327315900598873,0.48428231064555916,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,153,component_02,0,-0.005931885997765063,0.48680708331667405,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,154,component_02,0,-0.03338469440164349,0.48082181214243586,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,155,component_02,0,-0.0540143794295086,0.465630716581473,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,156,component_02,1,0.053144005315099885,0.46605160875352053,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,157,component_02,0,-0.055294638901196236,0.460438183334062,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,158,component_02,1,0.00400343436763706,0.4797576758352653,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,159,component_02,1,0.07640711772774367,0.4700264689208901,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,160,component_02,1,0.029342328572978915,0.469356820559856,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,161,component_02,1,0.0174527779516489,0.475940085745123,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,162,component_02,1,0.02185078593319323,0.4685462010716281,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,163,component_02,1,0.006533976979055445,0.48539830341813917,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,164,component_02,0,0.0,0.4828697374060489,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,165,component_02,1,0.07821499717173708,0.4743498904902486,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,166,component_02,0,-0.07573319834740255,0.47724440188761796,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,167,component_02,0,-0.04314042133354934,0.4753401552575691,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,168,component_02,1,0.011902223002810075,0.48502327868329587,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,169,component_02,1,0.012867904148583853,0.49864134161130075,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,170,component_02,0,-0.028125374887260857,0.4841379343539565,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,171,component_02,1,0.008783002849671484,0.4866765464457743,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,172,component_02,1,0.058094128930602174,0.47842095047476385,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,173,component_02,1,0.0544135909689657,0.4646347256689458,0.01,leave-one-connected-component-out,False,False
R3-D06,primary,Jogging_1,174,component_02,0,-0.002494384033117192,0.4699430769501458,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,20,component_03,0,-0.008739824120993722,0.459860721078357,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,21,component_03,0,-0.01039631425332277,0.46152354649829586,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,22,component_03,0,-0.003227814263028983,0.46922525801867715,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,23,component_03,0,-0.04081495879680774,0.4655222903078034,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,24,component_03,1,0.05916705798120647,0.4612268792319249,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,25,component_03,0,-0.00405304493369385,0.458339157641389,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,26,component_03,1,0.09283770682979486,0.4649806066311576,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,27,component_03,1,0.05021592226798344,0.46716857189693944,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,28,component_03,1,0.03587185129987247,0.46547764309830414,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,29,component_03,1,0.039563031416666505,0.461149055537649,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,30,component_03,0,-0.006169297443114563,0.46260728181119243,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,31,component_03,0,-0.006436517496271943,0.46284337501375944,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,32,component_03,0,-0.04828571650738045,0.4586996823451775,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,33,component_03,0,-0.009539306152636096,0.46380907477072236,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,34,component_03,0,-0.03425796964066896,0.46463705272494565,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,35,component_03,1,0.018365605593486656,0.46174663700376134,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,36,component_03,0,-0.025055179064833788,0.4592268780186094,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,37,component_03,0,-0.04297300419022898,0.4617523802930129,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,38,component_03,1,0.09514131545793814,0.4600886556203101,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,39,component_03,0,-0.09367899168937954,0.4608149085854151,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,40,component_03,0,-0.0001453179658433834,0.4626835044948174,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,41,component_03,1,0.018194507858268816,0.4619089535883185,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,42,component_03,0,-0.0963119250260529,0.4626816847079246,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,43,component_03,0,-0.049418230778350836,0.4647837316037998,0.01,leave-one-connected-component-out,False,False
R3-D03,control,Liquor,44,component_03,1,0.035262467226728766,0.46076851499622984,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,60,component_03,1,0.023904503229646767,0.46430259455959133,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,61,component_03,0,-0.07983425959010415,0.4617323199064855,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,62,component_03,1,0.021026304536025386,0.4635198549035485,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,63,component_03,1,0.03903760637218778,0.4561172247438801,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,64,component_03,1,0.041062973796959557,0.46725764345662274,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,65,component_03,0,-0.11274803789390753,0.46444130608120615,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,66,component_03,0,-0.03642115174136962,0.4639069797896951,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,67,component_03,0,-0.08860948517246514,0.4620086805438877,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,68,component_03,0,-0.014862624029231664,0.46038805835531654,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,69,component_03,1,0.07832901595033381,0.46134578969102885,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,70,component_03,1,0.017333255017695226,0.457570607282869,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,71,component_03,1,0.045141797177868925,0.4626138616292287,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,72,component_03,0,-0.06697723609991935,0.4652487178703186,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,73,component_03,0,-0.05436169343984121,0.4606400380061305,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,74,component_03,1,0.08238666883676404,0.46484974272365515,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,75,component_03,1,0.07430893522845694,0.4635758776335002,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,76,component_03,1,0.04406548547081501,0.46406404430699155,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,77,component_03,1,0.04025371807437306,0.46009513934780505,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,78,component_03,0,-0.0203134284807579,0.45821574951013794,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,79,component_03,1,0.04309869853561632,0.4581729580960057,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,80,component_03,0,-0.05649123373531173,0.46058827964207705,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,81,component_03,0,-0.008296964617565905,0.4621400441107435,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,82,component_03,0,-0.018528218436990707,0.45724806647984695,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,83,component_03,1,0.029133405268556456,0.4597460443482129,0.01,leave-one-connected-component-out,False,False
R3-D04,control,Liquor,84,component_03,1,0.04829534239940825,0.45896821785459224,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,106,component_03,1,0.061399616469003826,0.46516483022583055,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,107,component_03,0,-0.01328337729160578,0.46335184895579107,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,108,component_03,0,-0.029638809046240833,0.45999791513579974,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,109,component_03,0,-0.01624745480215939,0.458175677273219,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,110,component_03,1,0.0033667611132444097,0.4574746612554043,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,111,component_03,1,0.00834604211694201,0.4580652201537461,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,112,component_03,0,-0.09260179313336558,0.4537366134651209,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,113,component_03,1,0.024259392323012552,0.45738885466434565,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,114,component_03,1,0.05390308983094638,0.4566863902492555,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,115,component_03,1,0.028701891715590344,0.45470845371933655,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,116,component_03,1,0.09495943627284043,0.4571257961580592,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,117,component_03,0,-0.04206150370703787,0.4607157181365497,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,118,component_03,0,-0.03744116729127589,0.46215917111012195,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,119,component_03,0,-0.07739276284808749,0.4585961219347967,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,120,component_03,1,0.018122251890552277,0.4626992181001513,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,121,component_03,1,0.06136979242949081,0.4559503008488898,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,122,component_03,1,0.013647385049851968,0.45433083681502306,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,123,component_03,1,0.03800191136725528,0.459497153267298,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,124,component_03,1,0.030359359214166437,0.4566479101940802,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,125,component_03,1,0.06498975713245392,0.46601111380777827,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,126,component_03,1,0.03098211683917418,0.47266224971119164,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,127,component_03,1,0.04728047922403755,0.4742812298747371,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,128,component_03,1,0.044956380646069216,0.4789581139573215,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,129,component_03,1,0.027994510492782676,0.48686657848759185,0.01,leave-one-connected-component-out,False,False
R3-D04,primary,Liquor,130,component_03,1,0.042863644645083854,0.475238006532067,0.01,leave-one-connected-component-out,False,False
R3-D03,primary,Liquor,565,component_03,0,-0.006733343159466609,0.505302535458182,0.01,leave-one-connected-component-out,False,False
R3-D03,primary,Liquor,566,component_03,0,-0.04083575755617941,0.4844528137388389,0.01,leave-one-connected-component-out,False,False
R3-D03,primary,Liquor,567,component_03,1,0.06829745596868886,0.49311815258624014,0.01,leave-one-connected-component-out,False,False
R3-D03,primary,Liquor,568,component_03,1,0.00136986301369868,0.48453804604306083,0.01,leave-one-connected-component-out,False,False
R3-D03,primary,Liquor,569,component_03,1,0.13783431180691452,0.4868782259136127,0.01,leave-one-connected-component-out,False,False
