pair_id,side,sequence,interval_start,interval_end,branch_kind,mode,snapshot_frame,start_snapshot_sha256,restored_start_snapshot_sha256,start_restore_exact,baseline_end_snapshot_sha256,continuation_restored_snapshot_sha256,continuation_restore_exact,maximum_float_prediction_abs_diff,maximum_score_map_abs_diff,maximum_confidence_abs_diff,integer_prediction_exact,tolerance,official_initialization_zero_contribution,captured_state,status
R3-D04,control,Liquor,60,84,mode,mrm1,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,mrm2,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,mrm3,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,mrm4,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,mrm5,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,mrm6,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,early,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,middle,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,control,Liquor,60,84,mode,late,59,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,18e7da73b20e90347d26c387db9ca1c096691f8f45b96939f2a07303c6c4dc10,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,baseline,none,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,0.0,0.0,0.0,True,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,mrm1,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,mrm2,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,mrm3,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,mrm4,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,mrm5,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,mrm6,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,early,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,middle,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D04,primary,Liquor,106,130,mode,late,105,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,287139fa7307ff4792693b87d525bcef85505c70e6d649c1eb5dc137d39c4965,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,baseline,none,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,0.0,0.0,0.0,True,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,mrm1,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,mrm2,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,mrm3,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,mrm4,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,mrm5,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,mrm6,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,early,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,middle,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,control,Car4,221,245,mode,late,220,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,7666d06bb4c572218061a946d95d0b0421bad80052c43f5da74bfe2b4a28a94f,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,primary,Car4,113,137,baseline,none,112,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,True,0.0,0.0,0.0,True,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,primary,Car4,113,137,mode,mrm1,112,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,primary,Car4,113,137,mode,mrm2,112,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,primary,Car4,113,137,mode,mrm3,112,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D05,primary,Car4,113,137,mode,mrm4,112,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,55edda43cec0064293092497f80d457160cdd1188b8b846c6ffc72cb516b6614,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
