pair_id,side,sequence,interval_start,interval_end,mode,test_order,mrm_members,physical_skip,source_row_sha256_canonical_lf,start_snapshot_sha256,restored_start_snapshot_sha256,start_restore_exact,interval_output_frames,tracked_branch_frames,official_initialization_frames_zero_contribution,raw_jsonl_first_line,raw_jsonl_last_line,raw_jsonl_external_path,status
R3-D03,primary,Liquor,565,589,mrm3,3,3,False,40c786ed1d68e3bdf44492222ec95ed9d51ada70242971147a9aabd7f47eb733,6fb69ec88a0ed30a43e78f5844b4472de3a985e5dadf806291cf6d4d10b83c30,6fb69ec88a0ed30a43e78f5844b4472de3a985e5dadf806291cf6d4d10b83c30,True,25,25,0,33076,33250,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D04,control,Liquor,60,84,mrm3,3,3,False,9813c90e37e9425d853de303e8994f517b17ca9bc04a57fcb7904036c9e1f2df,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,25,25,0,29576,29750,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D04,primary,Liquor,106,130,mrm3,3,3,False,9813c90e37e9425d853de303e8994f517b17ca9bc04a57fcb7904036c9e1f2df,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,25,25,0,31326,31500,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D05,control,Car4,221,245,mrm3,3,3,False,931e23dfa1fac0bb1c7a923f6830bd1e0913048e7d1a4393a9c2cc07cafa79bf,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,25,25,0,6336,6510,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D05,primary,Car4,113,137,mrm3,3,3,False,931e23dfa1fac0bb1c7a923f6830bd1e0913048e7d1a4393a9c2cc07cafa79bf,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,25,25,0,4586,4760,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D06,control,Human8,1,25,mrm3,3,3,False,791c3093fe9c9df532c84dd02d543da51d97236b7193569423e3f8d52dbcf6d9,8deaf0ff8f69865b0a4d8271ccdbe27d0a5ba3bf5c6c893f47b86ccbd8f1b3f0,8deaf0ff8f69865b0a4d8271ccdbe27d0a5ba3bf5c6c893f47b86ccbd8f1b3f0,True,25,24,1,23045,23212,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D06,primary,Jogging_1,150,174,mrm3,3,3,False,791c3093fe9c9df532c84dd02d543da51d97236b7193569423e3f8d52dbcf6d9,eeb4f8ed35594d0d6ba005f131a55071b7e532fec7a4b9e977543118480b75f7,eeb4f8ed35594d0d6ba005f131a55071b7e532fec7a4b9e977543118480b75f7,True,25,25,0,26076,26250,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D07,control,David2,36,60,mrm3,3,3,False,6ed8bac2a211b7e279eeadbde6f9feffe7045b650719ed45daa495fe7932e61f,cd58515f2aae46e16cd541922e5d3cc55d38660128220e6a275ae6efb53fa285,cd58515f2aae46e16cd541922e5d3cc55d38660128220e6a275ae6efb53fa285,True,25,25,0,13336,13510,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D07,primary,Shaking,1,25,mrm3,3,3,False,6ed8bac2a211b7e279eeadbde6f9feffe7045b650719ed45daa495fe7932e61f,d81a83b864bbee9766278bd37a8ec517c3c3776a5d485d35d0f78b12b24e2db1,d81a83b864bbee9766278bd37a8ec517c3c3776a5d485d35d0f78b12b24e2db1,True,25,24,1,34805,34972,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D08,control,CarScale,81,105,mrm3,3,3,False,d9dd3a9ed8970b8458b3872fb7967de046b61e6bf46074ef00985d3fe37ddcca,f6f901eab8e04d6affc10d97471cd43dd3effcd1ed19de6d1da10343e2e31895,f6f901eab8e04d6affc10d97471cd43dd3effcd1ed19de6d1da10343e2e31895,True,25,25,0,9836,10010,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D08,primary,CarDark,121,145,mrm3,3,3,False,d9dd3a9ed8970b8458b3872fb7967de046b61e6bf46074ef00985d3fe37ddcca,a05c58b2cb055fcfc7fce5b8f1e41d1388f148d4949151b7546db20e00bd27dc,a05c58b2cb055fcfc7fce5b8f1e41d1388f148d4949151b7546db20e00bd27dc,True,25,25,0,8086,8260,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D09,control,Human7,13,37,mrm3,3,3,False,e6c55a424c51672668391c63e5aa766783fdd748a4d364191dfa86422e1593a4,09de967ea616b57ab0ae4f6a4ccd0b82c27991fdded1a611cd4e683b33b6a479,09de967ea616b57ab0ae4f6a4ccd0b82c27991fdded1a611cd4e683b33b6a479,True,25,25,0,21316,21490,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D09,primary,Skating1,113,137,mrm3,3,3,False,e6c55a424c51672668391c63e5aa766783fdd748a4d364191dfa86422e1593a4,dfe064d4783d0fc90418e33e9124648fcf144b302e2ad3f1262df1d466de922d,dfe064d4783d0fc90418e33e9124648fcf144b302e2ad3f1262df1d466de922d,True,25,25,0,38186,38360,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D10,control,Woman,193,207,mrm3,3,3,False,a70eefca2a065702872201bdc7026881d4fcee0ec6aafe4a1492f26038f906bb,4ee8d65411fac062d8831a4b579456f4aea22cbcdaf6fbce21aecac15f87551a,4ee8d65411fac062d8831a4b579456f4aea22cbcdaf6fbce21aecac15f87551a,True,15,15,0,40776,40880,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D10,primary,Subway,31,45,mrm3,3,3,False,a70eefca2a065702872201bdc7026881d4fcee0ec6aafe4a1492f26038f906bb,b100a1d9b77aec9c420a4d6dbfb47779a3b02d79cabcbe25f1e7dc324b505cde,b100a1d9b77aec9c420a4d6dbfb47779a3b02d79cabcbe25f1e7dc324b505cde,True,15,15,0,39726,39830,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D11,control,David2,261,285,mrm3,3,3,False,7c77cc87d301074996e5f2830490987a2d5c53f73babe8a08262efe3df6b2432,dc464d1f50ad1d1334730c629cea0c4b7495f88cccd38a9a0af8596458873cec,dc464d1f50ad1d1334730c629cea0c4b7495f88cccd38a9a0af8596458873cec,True,25,25,0,15086,15260,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D11,primary,Freeman3,245,269,mrm3,3,3,False,7c77cc87d301074996e5f2830490987a2d5c53f73babe8a08262efe3df6b2432,5e4484533a1bbad28f24f35274e4576031c57ce66f3958ba500d9f5b6c103cfb,5e4484533a1bbad28f24f35274e4576031c57ce66f3958ba500d9f5b6c103cfb,True,25,25,0,19566,19740,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D12,control,Dancer,71,95,mrm3,3,3,False,f749e4ef3b782b8be89cf69a02cd98173ed4ad04c634dbf67250220b4103b8ea,4f98ad6b73e4a291c5086ce1a34f174e1133f3dcb534810e327e78b3efbdaa15,4f98ad6b73e4a291c5086ce1a34f174e1133f3dcb534810e327e78b3efbdaa15,True,25,25,0,11586,11760,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D12,primary,Singer1,1,25,mrm3,3,3,False,f749e4ef3b782b8be89cf69a02cd98173ed4ad04c634dbf67250220b4103b8ea,db5d5a522e4cc913a49b346a98859217a97551410822378b604512ba616e863e,db5d5a522e4cc913a49b346a98859217a97551410822378b604512ba616e863e,True,25,24,1,36485,36652,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D01,control,David3,195,233,mrm4,4,4,False,0453aad83b99fee3251796bd38f5adbace837b568d5797343fb73036f84b1ae9,d0564da1823524445e5730334a1c920bd0e5d9d182ba7ecd48bd270138e06069,d0564da1823524445e5730334a1c920bd0e5d9d182ba7ecd48bd270138e06069,True,39,39,0,17403,17675,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D01,primary,Basketball,397,435,mrm4,4,4,False,0453aad83b99fee3251796bd38f5adbace837b568d5797343fb73036f84b1ae9,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,39,39,0,1093,1365,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D02,control,Human8,108,126,mrm4,4,4,False,b920b86b680c3a99b54b48e7a1f5f2e90d962f986deb75ebf5df3f48dd1e3a40,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,19,19,0,24753,24885,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D02,primary,Bolt,31,49,mrm4,4,4,False,b920b86b680c3a99b54b48e7a1f5f2e90d962f986deb75ebf5df3f48dd1e3a40,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,True,19,19,0,3263,3395,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D03,control,Liquor,20,44,mrm4,4,4,False,40c786ed1d68e3bdf44492222ec95ed9d51ada70242971147a9aabd7f47eb733,1ce66f22da24affdc743ee06a825a4fe0e5c58bf76c72b1a03519654f85f022f,1ce66f22da24affdc743ee06a825a4fe0e5c58bf76c72b1a03519654f85f022f,True,25,25,0,28001,28175,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D03,primary,Liquor,565,589,mrm4,4,4,False,40c786ed1d68e3bdf44492222ec95ed9d51ada70242971147a9aabd7f47eb733,6fb69ec88a0ed30a43e78f5844b4472de3a985e5dadf806291cf6d4d10b83c30,6fb69ec88a0ed30a43e78f5844b4472de3a985e5dadf806291cf6d4d10b83c30,True,25,25,0,33251,33425,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D04,control,Liquor,60,84,mrm4,4,4,False,9813c90e37e9425d853de303e8994f517b17ca9bc04a57fcb7904036c9e1f2df,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,25,25,0,29751,29925,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D04,primary,Liquor,106,130,mrm4,4,4,False,9813c90e37e9425d853de303e8994f517b17ca9bc04a57fcb7904036c9e1f2df,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,25,25,0,31501,31675,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D05,control,Car4,221,245,mrm4,4,4,False,931e23dfa1fac0bb1c7a923f6830bd1e0913048e7d1a4393a9c2cc07cafa79bf,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,25,25,0,6511,6685,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D05,primary,Car4,113,137,mrm4,4,4,False,931e23dfa1fac0bb1c7a923f6830bd1e0913048e7d1a4393a9c2cc07cafa79bf,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,25,25,0,4761,4935,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D06,control,Human8,1,25,mrm4,4,4,False,791c3093fe9c9df532c84dd02d543da51d97236b7193569423e3f8d52dbcf6d9,8deaf0ff8f69865b0a4d8271ccdbe27d0a5ba3bf5c6c893f47b86ccbd8f1b3f0,8deaf0ff8f69865b0a4d8271ccdbe27d0a5ba3bf5c6c893f47b86ccbd8f1b3f0,True,25,24,1,23213,23380,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D06,primary,Jogging_1,150,174,mrm4,4,4,False,791c3093fe9c9df532c84dd02d543da51d97236b7193569423e3f8d52dbcf6d9,eeb4f8ed35594d0d6ba005f131a55071b7e532fec7a4b9e977543118480b75f7,eeb4f8ed35594d0d6ba005f131a55071b7e532fec7a4b9e977543118480b75f7,True,25,25,0,26251,26425,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D07,control,David2,36,60,mrm4,4,4,False,6ed8bac2a211b7e279eeadbde6f9feffe7045b650719ed45daa495fe7932e61f,cd58515f2aae46e16cd541922e5d3cc55d38660128220e6a275ae6efb53fa285,cd58515f2aae46e16cd541922e5d3cc55d38660128220e6a275ae6efb53fa285,True,25,25,0,13511,13685,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D07,primary,Shaking,1,25,mrm4,4,4,False,6ed8bac2a211b7e279eeadbde6f9feffe7045b650719ed45daa495fe7932e61f,d81a83b864bbee9766278bd37a8ec517c3c3776a5d485d35d0f78b12b24e2db1,d81a83b864bbee9766278bd37a8ec517c3c3776a5d485d35d0f78b12b24e2db1,True,25,24,1,34973,35140,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D08,control,CarScale,81,105,mrm4,4,4,False,d9dd3a9ed8970b8458b3872fb7967de046b61e6bf46074ef00985d3fe37ddcca,f6f901eab8e04d6affc10d97471cd43dd3effcd1ed19de6d1da10343e2e31895,f6f901eab8e04d6affc10d97471cd43dd3effcd1ed19de6d1da10343e2e31895,True,25,25,0,10011,10185,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D08,primary,CarDark,121,145,mrm4,4,4,False,d9dd3a9ed8970b8458b3872fb7967de046b61e6bf46074ef00985d3fe37ddcca,a05c58b2cb055fcfc7fce5b8f1e41d1388f148d4949151b7546db20e00bd27dc,a05c58b2cb055fcfc7fce5b8f1e41d1388f148d4949151b7546db20e00bd27dc,True,25,25,0,8261,8435,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D09,control,Human7,13,37,mrm4,4,4,False,e6c55a424c51672668391c63e5aa766783fdd748a4d364191dfa86422e1593a4,09de967ea616b57ab0ae4f6a4ccd0b82c27991fdded1a611cd4e683b33b6a479,09de967ea616b57ab0ae4f6a4ccd0b82c27991fdded1a611cd4e683b33b6a479,True,25,25,0,21491,21665,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D09,primary,Skating1,113,137,mrm4,4,4,False,e6c55a424c51672668391c63e5aa766783fdd748a4d364191dfa86422e1593a4,dfe064d4783d0fc90418e33e9124648fcf144b302e2ad3f1262df1d466de922d,dfe064d4783d0fc90418e33e9124648fcf144b302e2ad3f1262df1d466de922d,True,25,25,0,38361,38535,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D10,control,Woman,193,207,mrm4,4,4,False,a70eefca2a065702872201bdc7026881d4fcee0ec6aafe4a1492f26038f906bb,4ee8d65411fac062d8831a4b579456f4aea22cbcdaf6fbce21aecac15f87551a,4ee8d65411fac062d8831a4b579456f4aea22cbcdaf6fbce21aecac15f87551a,True,15,15,0,40881,40985,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D10,primary,Subway,31,45,mrm4,4,4,False,a70eefca2a065702872201bdc7026881d4fcee0ec6aafe4a1492f26038f906bb,b100a1d9b77aec9c420a4d6dbfb47779a3b02d79cabcbe25f1e7dc324b505cde,b100a1d9b77aec9c420a4d6dbfb47779a3b02d79cabcbe25f1e7dc324b505cde,True,15,15,0,39831,39935,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D11,control,David2,261,285,mrm4,4,4,False,7c77cc87d301074996e5f2830490987a2d5c53f73babe8a08262efe3df6b2432,dc464d1f50ad1d1334730c629cea0c4b7495f88cccd38a9a0af8596458873cec,dc464d1f50ad1d1334730c629cea0c4b7495f88cccd38a9a0af8596458873cec,True,25,25,0,15261,15435,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D11,primary,Freeman3,245,269,mrm4,4,4,False,7c77cc87d301074996e5f2830490987a2d5c53f73babe8a08262efe3df6b2432,5e4484533a1bbad28f24f35274e4576031c57ce66f3958ba500d9f5b6c103cfb,5e4484533a1bbad28f24f35274e4576031c57ce66f3958ba500d9f5b6c103cfb,True,25,25,0,19741,19915,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D12,control,Dancer,71,95,mrm4,4,4,False,f749e4ef3b782b8be89cf69a02cd98173ed4ad04c634dbf67250220b4103b8ea,4f98ad6b73e4a291c5086ce1a34f174e1133f3dcb534810e327e78b3efbdaa15,4f98ad6b73e4a291c5086ce1a34f174e1133f3dcb534810e327e78b3efbdaa15,True,25,25,0,11761,11935,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D12,primary,Singer1,1,25,mrm4,4,4,False,f749e4ef3b782b8be89cf69a02cd98173ed4ad04c634dbf67250220b4103b8ea,db5d5a522e4cc913a49b346a98859217a97551410822378b604512ba616e863e,db5d5a522e4cc913a49b346a98859217a97551410822378b604512ba616e863e,True,25,24,1,36653,36820,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D01,control,David3,195,233,mrm5,5,5,False,0453aad83b99fee3251796bd38f5adbace837b568d5797343fb73036f84b1ae9,d0564da1823524445e5730334a1c920bd0e5d9d182ba7ecd48bd270138e06069,d0564da1823524445e5730334a1c920bd0e5d9d182ba7ecd48bd270138e06069,True,39,39,0,17676,17948,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D01,primary,Basketball,397,435,mrm5,5,5,False,0453aad83b99fee3251796bd38f5adbace837b568d5797343fb73036f84b1ae9,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,39,39,0,1366,1638,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D02,control,Human8,108,126,mrm5,5,5,False,b920b86b680c3a99b54b48e7a1f5f2e90d962f986deb75ebf5df3f48dd1e3a40,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,19,19,0,24886,25018,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D02,primary,Bolt,31,49,mrm5,5,5,False,b920b86b680c3a99b54b48e7a1f5f2e90d962f986deb75ebf5df3f48dd1e3a40,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,True,19,19,0,3396,3528,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D03,control,Liquor,20,44,mrm5,5,5,False,40c786ed1d68e3bdf44492222ec95ed9d51ada70242971147a9aabd7f47eb733,1ce66f22da24affdc743ee06a825a4fe0e5c58bf76c72b1a03519654f85f022f,1ce66f22da24affdc743ee06a825a4fe0e5c58bf76c72b1a03519654f85f022f,True,25,25,0,28176,28350,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D03,primary,Liquor,565,589,mrm5,5,5,False,40c786ed1d68e3bdf44492222ec95ed9d51ada70242971147a9aabd7f47eb733,6fb69ec88a0ed30a43e78f5844b4472de3a985e5dadf806291cf6d4d10b83c30,6fb69ec88a0ed30a43e78f5844b4472de3a985e5dadf806291cf6d4d10b83c30,True,25,25,0,33426,33600,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D04,control,Liquor,60,84,mrm5,5,5,False,9813c90e37e9425d853de303e8994f517b17ca9bc04a57fcb7904036c9e1f2df,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,bfc55512688f362f533799c466e3a72547466901b2a64932bd07e322506c107f,True,25,25,0,29926,30100,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D04,primary,Liquor,106,130,mrm5,5,5,False,9813c90e37e9425d853de303e8994f517b17ca9bc04a57fcb7904036c9e1f2df,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,7eee24947fd4c84ee4271a4838806059a8dd7b79dc237e7d718c699fe4d083a5,True,25,25,0,31676,31850,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D05,control,Car4,221,245,mrm5,5,5,False,931e23dfa1fac0bb1c7a923f6830bd1e0913048e7d1a4393a9c2cc07cafa79bf,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,216dfc85413c972c8a67639327cbac2415a6ec0a6a6cb4d296e42e076956b022,True,25,25,0,6686,6860,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
R3-D05,primary,Car4,113,137,mrm5,5,5,False,931e23dfa1fac0bb1c7a923f6830bd1e0913048e7d1a4393a9c2cc07cafa79bf,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,630445a0e21e495e08e94cb352d41ba238be89b211def295f98efd137a803678,True,25,25,0,4936,5110,F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,EXECUTED_STAGE4B_CRITERION_B
