sequence,frame_index,absolute_local_source_path,raw_file_sha256,width,height,decoded_bgr_sha256,decoded_rgb_sha256,source_copy_identifier,official_tracker_rgb_sha256,adapter_official_rgb_equal,adapter_official_diff_pixel_count,adapter_official_max_abs_pixel_diff
Deer,6,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0006.jpg,0a2338ec46a1a018328441cf1571698c58208ce22d22b634e23ada7a8148996b,704,400,8e7bd45e7d44950306db83f865fe4c287e6bc3f9ff953abe2a508da1f92dc64d,9aa086f8b4cda18454d27a58b0cf4d262e5e2e5a13109db2603923ce2ca86047,STAGED_MINIROOT,9aa086f8b4cda18454d27a58b0cf4d262e5e2e5a13109db2603923ce2ca86047,True,0,0
Deer,7,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0007.jpg,d567523dc1e7eabe2c032e45623d7dc5a03cf98d83ccb6e36119d71cb9836339,704,400,d9fee1e1d5b55740b5c68a4c2f1e67eb54ca296ced694b826964a2a60a24a777,112e05968a8faff52f5bfe0160ecc4335b62edbab6a77db31c333337d02ec90f,STAGED_MINIROOT,112e05968a8faff52f5bfe0160ecc4335b62edbab6a77db31c333337d02ec90f,True,0,0
Deer,8,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0008.jpg,ffb3b6900eebf42e2d26562f033b81c35d69780947f90fb0f23e814519826c3d,704,400,fa17622ce165307b12e7f84a3cae6db8d233e04097db643e9cf110e789fabe6e,72eeafc6fa888c5d34e9b143d80c622d5840e20272597421661b0563fffffc55,STAGED_MINIROOT,72eeafc6fa888c5d34e9b143d80c622d5840e20272597421661b0563fffffc55,True,0,0
Deer,9,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0009.jpg,f589534e421ea8c280c3ae188f6d3d57a98a4ea546d2cbb72cb98b552bf75c17,704,400,db458bce6768ff645f4e292b7cead4ddd5349276c07a29808000d1cb9ea2bda0,452874bc7b60068896c38258695018af6df543cb999976f89d9d7057aa49bbe0,STAGED_MINIROOT,452874bc7b60068896c38258695018af6df543cb999976f89d9d7057aa49bbe0,True,0,0
Deer,10,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0010.jpg,35fea29a4dc55c61024f83a7b4da417562d11dc5323da8e20daa81245ee25813,704,400,580d979e1d105d7828b1adb0ed57c2b8c7cd006e9984f4fe9ad5ff2c9f47f0a1,d738473d991cdabed96f2e5298d510d0842e0771ed6754aaae25e34f05bccb1b,STAGED_MINIROOT,d738473d991cdabed96f2e5298d510d0842e0771ed6754aaae25e34f05bccb1b,True,0,0
Deer,11,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0011.jpg,321757619318e180336cb2d926225ba772217996942333e78c30ceaa0cd2aa75,704,400,feaf462e7376fc796dc2e8bcbdc4e6867aa8f18fd5cf0b9d9ecc394db6752b8e,2b648322bc3474ad9dbfac5b298a5f754a05ee3e054553f7bff611dd8b9b5832,STAGED_MINIROOT,2b648322bc3474ad9dbfac5b298a5f754a05ee3e054553f7bff611dd8b9b5832,True,0,0
Deer,12,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0012.jpg,93e5365ba527fcfcf3a66fd1c718fe342a201a919d3478584d11d3428228ccd8,704,400,52e8e79f1da81166d8e518f4ce168aca45c3bca719835276dc006195a6e952c9,4d73e007b56933b554ca4c2dde9918d2167713aa5173e7e64268af24c4e90a1a,STAGED_MINIROOT,4d73e007b56933b554ca4c2dde9918d2167713aa5173e7e64268af24c4e90a1a,True,0,0
Deer,13,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0013.jpg,3909c5a1a58f62aaa15f83734450df34010d6590ef9577ad38ebc69c11ccac21,704,400,118e6ae194a17f75c22df3695c7cd59126d9ca99a6d1e92bc22429fef02a23cd,97e4b1d64613d1abebf3e5358049d7898eb6bf0f78124b35ee60f23ba0b937b9,STAGED_MINIROOT,97e4b1d64613d1abebf3e5358049d7898eb6bf0f78124b35ee60f23ba0b937b9,True,0,0
Deer,14,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0014.jpg,920e41012d8b65ab3b3f94d5032baddd5ab75707b29355a75416b3f15b70d186,704,400,401324ba9d18c9834c4e18ae1600995254e055db52df1bdd1ea633f6e63cc180,54ed1a99d05edb1cb3a0c8a59a7df5604e2b3bf946745e375c25cb151a944a5c,STAGED_MINIROOT,54ed1a99d05edb1cb3a0c8a59a7df5604e2b3bf946745e375c25cb151a944a5c,True,0,0
Deer,15,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0015.jpg,efea42b1091988ac09f623d0949897d7d9fdb28204ad770a9a6b581708adeeb7,704,400,9cafebe8809297d2c953b3b8d0c18bfd6f9da4e359833588dbe7903903080c11,630442ac088378f2f436a21cf961ad7a1844e0da144ee35a7911b528d4cf9559,STAGED_MINIROOT,630442ac088378f2f436a21cf961ad7a1844e0da144ee35a7911b528d4cf9559,True,0,0
Deer,16,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0016.jpg,530b30badd7aae04c591c07d2854b5c516f1039cdf3f3192e20046da16ace5d3,704,400,074f40d05c3fc1f4a84e3f9a3b133bd79efc441c0f0d96c5994e69b3394b3a19,1f6cfac226c758bb7c602771a241ee3391c485b2aba84c4348322390cb5aeb51,STAGED_MINIROOT,1f6cfac226c758bb7c602771a241ee3391c485b2aba84c4348322390cb5aeb51,True,0,0
Deer,17,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0017.jpg,8d14f79cbeef03c5adce9e74008148cfd3822b8d016ccee7de1b1882654721e5,704,400,6b74dd82cbc73a8624f5616521be6e6c31459d5e084f0efab9069a0bb03b5a78,c46b920d0f88ba15c3b8fac446554768d273b6da6147add2df753ca60019ee2c,STAGED_MINIROOT,c46b920d0f88ba15c3b8fac446554768d273b6da6147add2df753ca60019ee2c,True,0,0
Deer,18,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0018.jpg,3edea5ef613e7af431539a41f2bb7b796052c18fca90e080113108278d4a301f,704,400,f0b6781d13afdcb1d303176b3ea1e64c5586f6ea20589b472f19b2e276f3a0ec,9ee7262d10a8b30ba2320deeabf822f569938e9fad4e1d0ee5b230ae9ef8b6bb,STAGED_MINIROOT,9ee7262d10a8b30ba2320deeabf822f569938e9fad4e1d0ee5b230ae9ef8b6bb,True,0,0
Deer,19,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0019.jpg,19888167de723a5c3b95e2c44d19f35dec506c5cbaa442e58263f4441e4103c7,704,400,66513f73c67420ee8fdfd3c973376828493cc3baa856ffed3a450f6e2b13c00a,0e56aa10bc3a47f2b0e46baf9183be77aeacdcb0ccf38b0188e3b5444605ad56,STAGED_MINIROOT,0e56aa10bc3a47f2b0e46baf9183be77aeacdcb0ccf38b0188e3b5444605ad56,True,0,0
Deer,20,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0020.jpg,10a5cf5da8896707d7ef18dc27174505689d5a6c6d00387bc636dd0fb04b6bbb,704,400,9303108d8e9aebf43a8ad1d4429e80901473ec65a8cbb5452836498a447b9059,9914912173631b236174d4247b89813bd04f3aecf4f3d665fc4a3a1f9a1b1447,STAGED_MINIROOT,9914912173631b236174d4247b89813bd04f3aecf4f3d665fc4a3a1f9a1b1447,True,0,0
Deer,21,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0021.jpg,cf3cbde75dabaa98b55570a071eeb33bbac6a5d3fa14b32e9d9032785220e8d3,704,400,533f1dcb2f8597d551f75d1eed57da713db3aa414a3c782828eb02a7e0ee15ff,9b743a4ec4d8a6e58afb3a65e94857b747472e618e95c2204200eaff68e04de4,STAGED_MINIROOT,9b743a4ec4d8a6e58afb3a65e94857b747472e618e95c2204200eaff68e04de4,True,0,0
Deer,22,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0022.jpg,4d9931ed506e76b4dda1c43590af722de0089c10821e7e1bdee2b2ffd8f8d90c,704,400,c688c5f3a26839967de77d24207f5c4a6aac56336b15128ea51e2a134bd9e189,9bd893499f73183712c2de727a76964fb81da43e50d579ceecc7b99a7e6087ca,STAGED_MINIROOT,9bd893499f73183712c2de727a76964fb81da43e50d579ceecc7b99a7e6087ca,True,0,0
Deer,23,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0023.jpg,94f598836adb4888b36b91f22491d5f89a1facbc3e9bc603322bdcad4cc1b394,704,400,f5c197e867a5c5a11931743975ef56ceb6497ef9fe75fdbf55d6a01ee3f26b9c,429735d48c4c5659edf5b3ab5c8b95cc2e9e570f5ef99ff861a056d869776a14,STAGED_MINIROOT,429735d48c4c5659edf5b3ab5c8b95cc2e9e570f5ef99ff861a056d869776a14,True,0,0
Deer,24,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0024.jpg,73cffcea3f3072174b8b171ccc43d9750246f1672f334454a320e1c4c16eb707,704,400,d7c7e783fc5608782fd70eb167d79e0960da0be764ae5c2c0dc8a3131fafa285,0dcb6aeb3dd25079431f583ea065ecf81fdb4f67384cde9311e3e18578644af3,STAGED_MINIROOT,0dcb6aeb3dd25079431f583ea065ecf81fdb4f67384cde9311e3e18578644af3,True,0,0
Deer,25,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0025.jpg,2c790ae7d4b33188059f22735041578542c0778be9fc1fd659813f33d202662d,704,400,172658ca6e639d540e8f5854240c7f1096318943152d4390cee38b0289428e43,32c63c445cfafbe1379b81df212680a92cffbed316173abfd618e294c185b6a9,STAGED_MINIROOT,32c63c445cfafbe1379b81df212680a92cffbed316173abfd618e294c185b6a9,True,0,0
Deer,26,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0026.jpg,a37fb61a14074cae5bd9c596a9fcedb5e17f0f498d3f6ff1d8b782209708aa7d,704,400,e1bf574dd232a58cb797735f27720ececd18d07fc989adafabe8aa99a348e74b,6c466041fafdecece5fa84078a61f3d3d90de5c75968a6fe187c44a364e2031c,STAGED_MINIROOT,6c466041fafdecece5fa84078a61f3d3d90de5c75968a6fe187c44a364e2031c,True,0,0
Deer,27,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0027.jpg,87eaf62d628389846d54e93c07a24c3e1e3c198428cfbe32954c0c42b8de1806,704,400,3a877048e199ff772a7fbd956a187e553d4875bed34e28a1ac84a0fba78ce45e,0e1402f646c88559fd6c8395c5738a0e56311b22cd235e30110ad8402ababeb9,STAGED_MINIROOT,0e1402f646c88559fd6c8395c5738a0e56311b22cd235e30110ad8402ababeb9,True,0,0
Deer,28,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0028.jpg,1e1dffa87e4446adf45b0bf08582db462ba061b22bd1a2330a65ab21ea52f2f3,704,400,032ccd0c2eef089ace066607cd159d70cbdaba1563a627e6bc2c51ea05c55251,0790bd0cc377d15bca6852ad576ff6192955df1cc030c17d7f063bd79ceee11a,STAGED_MINIROOT,0790bd0cc377d15bca6852ad576ff6192955df1cc030c17d7f063bd79ceee11a,True,0,0
Deer,29,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0029.jpg,27df82371769b86b014bb0bde35cb6f957e16ccba42cd21d7aff78cb81ee713e,704,400,2233e0d0eedf4064fc86a78d57027d9045525e22de09ead9c18cefae086a720c,fd77dbe7d6ded3fc73d20a91e9f08fe0d4f774d32014c76dcd2089e723da8009,STAGED_MINIROOT,fd77dbe7d6ded3fc73d20a91e9f08fe0d4f774d32014c76dcd2089e723da8009,True,0,0
Deer,30,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0030.jpg,44b501baedce8cd4b00b2005bb118c43901a65016140d005860ec0110fcfde68,704,400,7657c5e36d5695edd117db36282e647da71590cac5817cc216c47b1265b20c30,3253f12c0b4bbd9b1e485e3cefc7594cc3c66df5dec7277113908b631c2f4c36,STAGED_MINIROOT,3253f12c0b4bbd9b1e485e3cefc7594cc3c66df5dec7277113908b631c2f4c36,True,0,0
Deer,31,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0031.jpg,3f551a45d8a2cb523266d5ba4de2a53cb0bcf3d7a9ff39670bab2f2888708c2c,704,400,445fbf113455eac95f0211b968663d4926f6361483c4646527245fd81ca36b09,8604de5b7cc5517af54c79a6df149fd95492ce03691eb55b4259d4f9bb27ce0b,STAGED_MINIROOT,8604de5b7cc5517af54c79a6df149fd95492ce03691eb55b4259d4f9bb27ce0b,True,0,0
Deer,32,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0032.jpg,ad61054eebe97691258f5a1f5cddb626621c443247be3254ff9297b3c9a6c454,704,400,b1d045d6d14639e21f1f77754e828b8a90561f62eea3fa0dd4c3c81b294ba510,6931d5826a2ec41de033df51727ac1e85ff59d552206e844c4d331a750f1718c,STAGED_MINIROOT,6931d5826a2ec41de033df51727ac1e85ff59d552206e844c4d331a750f1718c,True,0,0
Deer,33,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0033.jpg,8d23a6b0e35e5a84a0b6ce6f9f7405a1ed4756d32932271d8ce900c90c0351ae,704,400,dd9d274e9c3b8da993dd52cb41635fc1027e6292cd9e24d9e4586c51f3f2c6b0,a9344230533954d03958d89a1353949393981892df3a47e54b83138f4f86ce02,STAGED_MINIROOT,a9344230533954d03958d89a1353949393981892df3a47e54b83138f4f86ce02,True,0,0
Deer,34,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0034.jpg,52c28aa89639bcdbed1db723a188ebc762aa75983eee86b3c9196203ab4a2dfa,704,400,954ff09057e16049bbed1a04402b193a6b10011ef10db799610013e7f71fcfb2,60d2dcf1a65c8af51f3e4fa40950cd6082c671a0af138ae63fce3c2c8eb2786e,STAGED_MINIROOT,60d2dcf1a65c8af51f3e4fa40950cd6082c671a0af138ae63fce3c2c8eb2786e,True,0,0
Deer,35,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0035.jpg,c7e9d4c0376706d186cec4fff6596f43a45fbfb1345c34dd61d70148c245be75,704,400,68a83d1060841f92fb132569bbdcc4f5db6642f0b74d81194d4973e7378efcd6,bd5ba8ba69a542cff04edc80acfdd26b9b4b2f1f32eacf62d8237f6b0372ae16,STAGED_MINIROOT,bd5ba8ba69a542cff04edc80acfdd26b9b4b2f1f32eacf62d8237f6b0372ae16,True,0,0
Deer,36,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0036.jpg,1ca5cafce68dd39f17bbbbf3ce6e148a80fe00fe8afdf969d50b68f1570a26ca,704,400,cd5446537c3de71097937657f8ce8dda38495b1fbed3282b69b5f12d6d2f7398,b08a7cd097a521e0bb99e2b05e3f8744ab742596d23e11625fedcb66fe5e8d4f,STAGED_MINIROOT,b08a7cd097a521e0bb99e2b05e3f8744ab742596d23e11625fedcb66fe5e8d4f,True,0,0
Deer,37,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0037.jpg,cd3d46785c072e204086fe4a6e7014de01cc1c2607f33e755e8ef665c1f16d00,704,400,a5c84d43e068dcb651cad5406d7f707da364cf21008988a98511face6d98bd1e,9ca19a642c2a61fe85e1246d85214385e5c23dd3ef15aa94ff1c21678e9fbb5e,STAGED_MINIROOT,9ca19a642c2a61fe85e1246d85214385e5c23dd3ef15aa94ff1c21678e9fbb5e,True,0,0
Deer,38,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0038.jpg,ad488470086efd324de3e4cbb3dbc14a65fc4deb1025c5dd66858b9651c92ead,704,400,54cc0c6942981fbb282b996a9a48cec2cab1cf5b4583beeaca11c2c1a6a5f2d2,cd517cc22463690203e55d98721a522528282ec5660369ffbe752bc6d07c05bf,STAGED_MINIROOT,cd517cc22463690203e55d98721a522528282ec5660369ffbe752bc6d07c05bf,True,0,0
Deer,39,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0039.jpg,03218ca0c231c4c25a7e6eae8d657067a987688cd64d9e951d45c171d1a07396,704,400,9ca63c5a20250a36e41fe064eb7f4b4dc0aa7535f45040e48ef2692ef533ffd1,b45019db9460c94a7cdf46af0a75b1b91e970319a288b81ddad07363732a9134,STAGED_MINIROOT,b45019db9460c94a7cdf46af0a75b1b91e970319a288b81ddad07363732a9134,True,0,0
Deer,40,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0040.jpg,e60ff3547bbe4a75b1333d58b6839b3b24129f2e9868fc8ced55b820a8c083a3,704,400,0f1545b38e06e78669db303df46d046e88ad06b5480784e07ea2bd3fd9177ee7,8421dec1416c8a475a8eb6cda6ec20c07e09ad7bfc77872e94308312ce564837,STAGED_MINIROOT,8421dec1416c8a475a8eb6cda6ec20c07e09ad7bfc77872e94308312ce564837,True,0,0
Deer,41,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0041.jpg,c840162ed77c48905569a743ed5eaeb1de11065f60be9cc0b2b68d3ec463efc0,704,400,5f9e02a80c9ddabd53913f41179f24ec7650bd56cf9e92de65c4bcfd3f2c20f3,228dd9272e5bef4723e4116be4cc305f75fda8f6f969636147aced58e5d7ab79,STAGED_MINIROOT,228dd9272e5bef4723e4116be4cc305f75fda8f6f969636147aced58e5d7ab79,True,0,0
Deer,42,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0042.jpg,f6a7e2a31dcb48550160d2c4ddf804b3756e8c6fd6b4950905b5ce23476f6245,704,400,385d7c98ecd0a72d306b85dd627d77ae0e9c07515d11b40e2d541e91d9a1ea40,1ffb843357b1bda6c08d67551ddfb09c2ce36f97adbce10d10bd8766634ed725,STAGED_MINIROOT,1ffb843357b1bda6c08d67551ddfb09c2ce36f97adbce10d10bd8766634ed725,True,0,0
Deer,43,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0043.jpg,001533b3c0c2ff0d49574e5740ce0724ba39a56550a63efb4cd38b4be3c9d55c,704,400,f1746e7c24b87b90adc59eb2ce20a5cf79b8064afe5e94019373da65d3e78095,9ece5d834deb6f7ffef2e0496d3db14f733feb2055ba9f0a38696d593223d6a2,STAGED_MINIROOT,9ece5d834deb6f7ffef2e0496d3db14f733feb2055ba9f0a38696d593223d6a2,True,0,0
Deer,44,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0044.jpg,8a8bc7a230a2085526ebc46fea4daa21c27be8c935013b82b90daf3119cfd4dd,704,400,13c9ab541fcfbe91cb796afec4f6b4ad9c9300bda416b5c5268ddf21ed0f6547,9ddee755ec8d4d5a711ec44f70c3d8534df3db519a13bca48d24bada7d882650,STAGED_MINIROOT,9ddee755ec8d4d5a711ec44f70c3d8534df3db519a13bca48d24bada7d882650,True,0,0
Deer,45,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0045.jpg,7bd77935b43eb6f529a3bc1e3b515bedbc61527ee1e00e4fad8c6af2874c56a1,704,400,09e27da6a2d2c6894d937ae9184196b4483a58a5bae679896fed7b1164b75717,d8e7556828ae5652cd919f97f6f96ae69f747593d791ca9702a6d3418143739d,STAGED_MINIROOT,d8e7556828ae5652cd919f97f6f96ae69f747593d791ca9702a6d3418143739d,True,0,0
Deer,46,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0046.jpg,ece6adb3f885fb109e62d26fd77db8cb348c1d65a9fef6194e96a2432799f968,704,400,560fd2591f08cef204a153c04ac71d0d5febaea8bcb79812abedfaa45a1d970b,293057bcd12d74d4d0f53ab286837dd9bf9a195bb5e66c1d68b3a98bb1bf3a9a,STAGED_MINIROOT,293057bcd12d74d4d0f53ab286837dd9bf9a195bb5e66c1d68b3a98bb1bf3a9a,True,0,0
Deer,47,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0047.jpg,00f86795f34da72a8ee6721807798dfe7934901cfb47049052635a9375cce18c,704,400,31ba32ef46fb6bf574354eb8eb27f660dd03af36dbba0a6c1b567d2bff5bb8f7,0cdb296501551d6aea19be41ccfd8a38a9fa2efbb628c94a82c73d33f478afdb,STAGED_MINIROOT,0cdb296501551d6aea19be41ccfd8a38a9fa2efbb628c94a82c73d33f478afdb,True,0,0
Deer,48,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0048.jpg,af44d06c3339330db0d16e77e02282cf25e5dd7639aa3d9a68c886d43bed7225,704,400,de46286b2878f2848679f5efa71b7aeba46690cf0013f94b978f93e1d0a09be5,b575d4d864ded4bb2735877375d609e1ee6e90d6a58485640bc628f19b0c56f6,STAGED_MINIROOT,b575d4d864ded4bb2735877375d609e1ee6e90d6a58485640bc628f19b0c56f6,True,0,0
Deer,49,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0049.jpg,e1f1b092500cef91811402ee019ce19881725e58ba9d7f5b084f42888d2d5fd7,704,400,668a54f8ea811d56e005c9af9161f380f794fb2ee3ff5b46e03fda20c2f56c96,8253aa0e455ad4ba94681a0618a1e8b1daee8e435dcad8bbf72900b218961159,STAGED_MINIROOT,8253aa0e455ad4ba94681a0618a1e8b1daee8e435dcad8bbf72900b218961159,True,0,0
Deer,50,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0050.jpg,8438d0eafa99389bbb2406ed7e37cd27aa3ee33c74da2f6b06c56c6d6553eea7,704,400,47f003fc16dbe5a75296e0b19554064ae17ad0ab24f916790331bb5d100b76a1,a6e6e0d6f64f45dbb8fe0f709194a2932c0714c0fd5a6166d9093a501e9cced0,STAGED_MINIROOT,a6e6e0d6f64f45dbb8fe0f709194a2932c0714c0fd5a6166d9093a501e9cced0,True,0,0
Deer,51,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0051.jpg,9523b37926b961f31a75650959ed966183e619667984d597f45625ae825e25bf,704,400,ab3f6be51933f8ba362e4c04cc78f9076c62cbeb4c7d0f854c445cae81f7ed78,e6ef33c55563a59a3ff5abf9f9d61e10114dd5432d6a78d570cfd00788f38cd0,STAGED_MINIROOT,e6ef33c55563a59a3ff5abf9f9d61e10114dd5432d6a78d570cfd00788f38cd0,True,0,0
Deer,52,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0052.jpg,586f4e7e7012489c232ce639e92ed981c451f60dea1d41a5d5ff6bd23f05bc4c,704,400,7bbe510bafcb6efb7e8a520930e5f59b52fafeb7072204f7eb83fe0fc012eec7,dc506254087813830c5afe29394c9fb6ac2aa74df71a598cae957a67b3230910,STAGED_MINIROOT,dc506254087813830c5afe29394c9fb6ac2aa74df71a598cae957a67b3230910,True,0,0
Deer,53,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0053.jpg,9e5d2a137067de0a9b97c96cfecf572fdf4866118400054768a7d4499b80e24b,704,400,a50aaecc194cb65344fea49ce4725680fdbd761314e924dae53625147390124c,8ada0da58a394a113d54417dc387b73dd61832fabb33ab801fbca548df9cb9f1,STAGED_MINIROOT,8ada0da58a394a113d54417dc387b73dd61832fabb33ab801fbca548df9cb9f1,True,0,0
Deer,54,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0054.jpg,788e693a95cd95ad00dce7705a1c5099b5424e30e973bec1ae3086f82ed434dc,704,400,b5f254cb4c0bc7f4f152d9d1f513230b549ad9d272c565f3a59f30ed75c3c334,d9ada12c1fdccf7a42666d850eb886a13d6a928f79617bdf37ff7daea6b6b4b6,STAGED_MINIROOT,d9ada12c1fdccf7a42666d850eb886a13d6a928f79617bdf37ff7daea6b6b4b6,True,0,0
Deer,55,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0055.jpg,806c96baa692e6f3c6bca85044f01d3f1be37aa4523bfb6c6d6241feaa24e1f8,704,400,2a67a0c9c0714c6a7e47a0f29ad1e7acd024cb89820c92723b5ae0638b07e883,136696cfae76ecdab75373984f29ce8aaa64ee5f125c0d3fca94841973124185,STAGED_MINIROOT,136696cfae76ecdab75373984f29ce8aaa64ee5f125c0d3fca94841973124185,True,0,0
Deer,56,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0056.jpg,665be6ea4d661de03837ca66740c88944c9e4d3efbfe018fb361010282f15e76,704,400,aeb280526bf4003db40c1627718f8379d593dcd321dd2eb154564a521794b64b,03a0d0d969a59e0d9114a344db4ba61d1a9da8d7c233b44071f2618ff18b035a,STAGED_MINIROOT,03a0d0d969a59e0d9114a344db4ba61d1a9da8d7c233b44071f2618ff18b035a,True,0,0
Deer,57,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0057.jpg,5d184235af5af1c743823e9facc2304676cb4fc534677fcb0fa539287e93050a,704,400,e62f8911f8f64dda6a6e5294e2c1a72c6ee64b209c8658f637f8a678e3d2301e,c8591f8327b78fd512f6bfa27004d6d9874bd4b130592d65e533b679ca1f6997,STAGED_MINIROOT,c8591f8327b78fd512f6bfa27004d6d9874bd4b130592d65e533b679ca1f6997,True,0,0
Deer,58,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0058.jpg,1ca33f5e3f4df651003e1ab88ccb2e286379ecf9f1fcc5632ddb50479a72b245,704,400,0e212d9aeac26c47a3458024dbe0c937a1c4a2de75fc0f5dda5628a4797a0147,cd56f4ddb922c22e66a5c0499e2abd5c0a3a11dbd0b04e3ad0624c8790325d3a,STAGED_MINIROOT,cd56f4ddb922c22e66a5c0499e2abd5c0a3a11dbd0b04e3ad0624c8790325d3a,True,0,0
Deer,59,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0059.jpg,ad8e4bd4b2661ec1e8f9a43713ad937a352e8060f8ca47dddc6aa436b5db9edb,704,400,a281fad7276d18fc161bd80cacfbcc8b9b38b7b340896b331b0a9d747e7b4f02,cfcb48a6ea489939226ecdb2e32008bd7a82dbea1e6257efcb225fb9dc81bd3c,STAGED_MINIROOT,cfcb48a6ea489939226ecdb2e32008bd7a82dbea1e6257efcb225fb9dc81bd3c,True,0,0
Deer,60,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0060.jpg,fbdb06883cec8a4666f0d99649617d5e9f6a0aa4198f4d1ca0ca0a777ba22341,704,400,5e308e940bd41305b4ba9707c42f473fc1c1415a36a1d9042238d5b68ad82a93,76a636818d8ef1d8107d64335d1d5ff2acec8c76534c6d36d2e93fb660ace723,STAGED_MINIROOT,76a636818d8ef1d8107d64335d1d5ff2acec8c76534c6d36d2e93fb660ace723,True,0,0
Deer,61,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0061.jpg,c2c365124f13113109747c6fcd4d0efd891a2249db3e9169c964327cf87a67d4,704,400,91adda536f77660900bc18378c2a2f04eedcf8f75dc3c35275f79a3aa9ec509c,4f6dd8333e6534ee6204a5d876d5c2281aae61cf5ac547f037f7d5c47c28b2c9,STAGED_MINIROOT,4f6dd8333e6534ee6204a5d876d5c2281aae61cf5ac547f037f7d5c47c28b2c9,True,0,0
Deer,62,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0062.jpg,4fe6d4d981fdb31f2a3f032340618ebf42ebf34110d499516ec873bf9f178287,704,400,7d41077955a082f4766a4289b143c347bc675fc7e1437a2b24caeff62233ebf9,543f060c65124a0b8e29324d5cb2c6c42d50134ec2f18ad710df8c42e86e70a1,STAGED_MINIROOT,543f060c65124a0b8e29324d5cb2c6c42d50134ec2f18ad710df8c42e86e70a1,True,0,0
Deer,63,E:\Robot_Backup\tmp\stage4A_R_otb3\Deer\img\0063.jpg,70bb99ad9e302cdad3380ca71d7f09f9210724d0811981a8e86fecf83f7c7995,704,400,4776a8d64122dec5d117136f5498a7c5197c2def541938078040cd816c32de98,0943d1626a1593efc6551ca467a5baf84597ef1d975162c937c5a5f42deb8231,STAGED_MINIROOT,0943d1626a1593efc6551ca467a5baf84597ef1d975162c937c5a5f42deb8231,True,0,0
