comparison_id,scope,sequence,left_identity,left_relative_or_member_path,left_sha256,right_identity,right_relative_or_member_path,right_sha256,raw_bytes_equal,decoded_line_sequence_equal,first_differing_frame_or_na,left_row_at_first_difference_or_na,right_row_at_first_difference_or_na
E1-CMP-066,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b256_t3.zip,otb/Couple.txt,a43c3c89aa7df2218922d6c4a14b460d828a4294cc195704aa0fa0da05c37213,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,46	40	26	64,49	40	23	66
E1-CMP-067,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b256_t3.zip,otb/Deer.txt,74d52861b9da271c861e4c1452f8ee66e7eac3ace306384a6011e0aeb7bf9cdb,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	12	98	78,307	4	105	81
E1-CMP-068,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b256_t3.zip,otb/Crossing.txt,4950c6858adae86e97bdbbbab50fd585f352424942e532e3f948d24671147a9b,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	151	20	46,202	149	19	51
E1-CMP-069,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b256_t3.zip,otb/Couple.txt,a43c3c89aa7df2218922d6c4a14b460d828a4294cc195704aa0fa0da05c37213,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,46	40	26	64,49	40	23	66
E1-CMP-070,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b256_t3.zip,otb/Deer.txt,74d52861b9da271c861e4c1452f8ee66e7eac3ace306384a6011e0aeb7bf9cdb,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	12	98	78,307	4	105	81
E1-CMP-071,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b256_t3.zip,otb/Crossing.txt,4950c6858adae86e97bdbbbab50fd585f352424942e532e3f948d24671147a9b,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	151	20	46,202	149	19	51
E1-CMP-072,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b256_t3.zip,otb/Couple.txt,a43c3c89aa7df2218922d6c4a14b460d828a4294cc195704aa0fa0da05c37213,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,46	40	26	64,49	40	23	66
E1-CMP-073,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b256_t3.zip,otb/Deer.txt,74d52861b9da271c861e4c1452f8ee66e7eac3ace306384a6011e0aeb7bf9cdb,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	12	98	78,307	4	105	81
E1-CMP-074,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b256_t3.zip,otb/Crossing.txt,4950c6858adae86e97bdbbbab50fd585f352424942e532e3f948d24671147a9b,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	151	20	46,202	149	19	51
E1-CMP-075,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b256_t3.zip,otb/Couple.txt,a43c3c89aa7df2218922d6c4a14b460d828a4294cc195704aa0fa0da05c37213,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,46	40	26	64,49	40	23	66
E1-CMP-076,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b256_t3.zip,otb/Deer.txt,74d52861b9da271c861e4c1452f8ee66e7eac3ace306384a6011e0aeb7bf9cdb,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	12	98	78,307	4	105	81
E1-CMP-077,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b256_t3.zip,otb/Crossing.txt,4950c6858adae86e97bdbbbab50fd585f352424942e532e3f948d24671147a9b,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	151	20	46,202	149	19	51
E1-CMP-078,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b256_t3.zip,otb/Couple.txt,a43c3c89aa7df2218922d6c4a14b460d828a4294cc195704aa0fa0da05c37213,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,46	40	26	64,49	40	23	66
E1-CMP-079,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b256_t3.zip,otb/Deer.txt,74d52861b9da271c861e4c1452f8ee66e7eac3ace306384a6011e0aeb7bf9cdb,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	12	98	78,307	4	105	81
E1-CMP-080,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b256_t3.zip,otb/Crossing.txt,4950c6858adae86e97bdbbbab50fd585f352424942e532e3f948d24671147a9b,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	151	20	46,202	149	19	51
E1-CMP-081,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b256_t3.zip,otb/Couple.txt,a43c3c89aa7df2218922d6c4a14b460d828a4294cc195704aa0fa0da05c37213,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,46	40	26	64,49	40	23	66
E1-CMP-082,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t1.zip,otb/Deer.txt,b0813ee8115305a800c57ab2b7660633d13e82afecaf02a9beb8f555b40ae80d,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,312	2	108	83,307	4	105	81
E1-CMP-083,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t1.zip,otb/Crossing.txt,6ee769d07075d5cffa8bfab0a104169f758716b162a65428b0b1265b2454dbf0,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	151	21	49,202	149	19	51
E1-CMP-084,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t1.zip,otb/Couple.txt,1f790a6e773a80182f8baa783b44b053b604d462a2d1bcd9cca6cd45f088358a,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	64,49	40	23	66
E1-CMP-085,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t1.zip,otb/Deer.txt,b0813ee8115305a800c57ab2b7660633d13e82afecaf02a9beb8f555b40ae80d,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,312	2	108	83,307	4	105	81
E1-CMP-086,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t1.zip,otb/Crossing.txt,6ee769d07075d5cffa8bfab0a104169f758716b162a65428b0b1265b2454dbf0,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	151	21	49,202	149	19	51
E1-CMP-087,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t1.zip,otb/Couple.txt,1f790a6e773a80182f8baa783b44b053b604d462a2d1bcd9cca6cd45f088358a,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	64,49	40	23	66
E1-CMP-088,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t1.zip,otb/Deer.txt,b0813ee8115305a800c57ab2b7660633d13e82afecaf02a9beb8f555b40ae80d,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,312	2	108	83,307	4	105	81
E1-CMP-089,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t1.zip,otb/Crossing.txt,6ee769d07075d5cffa8bfab0a104169f758716b162a65428b0b1265b2454dbf0,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	151	21	49,202	149	19	51
E1-CMP-090,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t1.zip,otb/Couple.txt,1f790a6e773a80182f8baa783b44b053b604d462a2d1bcd9cca6cd45f088358a,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	64,49	40	23	66
E1-CMP-091,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t1.zip,otb/Deer.txt,b0813ee8115305a800c57ab2b7660633d13e82afecaf02a9beb8f555b40ae80d,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,312	2	108	83,307	4	105	81
E1-CMP-092,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t1.zip,otb/Crossing.txt,6ee769d07075d5cffa8bfab0a104169f758716b162a65428b0b1265b2454dbf0,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	151	21	49,202	149	19	51
E1-CMP-093,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t1.zip,otb/Couple.txt,1f790a6e773a80182f8baa783b44b053b604d462a2d1bcd9cca6cd45f088358a,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	64,49	40	23	66
E1-CMP-094,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t1.zip,otb/Deer.txt,b0813ee8115305a800c57ab2b7660633d13e82afecaf02a9beb8f555b40ae80d,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,312	2	108	83,307	4	105	81
E1-CMP-095,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t1.zip,otb/Crossing.txt,6ee769d07075d5cffa8bfab0a104169f758716b162a65428b0b1265b2454dbf0,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	151	21	49,202	149	19	51
E1-CMP-096,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t1.zip,otb/Couple.txt,1f790a6e773a80182f8baa783b44b053b604d462a2d1bcd9cca6cd45f088358a,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	64,49	40	23	66
E1-CMP-097,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t1.zip,otb/Deer.txt,b0813ee8115305a800c57ab2b7660633d13e82afecaf02a9beb8f555b40ae80d,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,312	2	108	83,307	4	105	81
E1-CMP-098,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t1.zip,otb/Crossing.txt,6ee769d07075d5cffa8bfab0a104169f758716b162a65428b0b1265b2454dbf0,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	151	21	49,202	149	19	51
E1-CMP-099,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t1.zip,otb/Couple.txt,1f790a6e773a80182f8baa783b44b053b604d462a2d1bcd9cca6cd45f088358a,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	64,49	40	23	66
E1-CMP-100,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t3.zip,otb/Deer.txt,cab21d4d77325b67632331183b345f540604b7c160a4bf98d5160ff6b9dec726,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	13	92	76,307	4	105	81
E1-CMP-101,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t3.zip,otb/Crossing.txt,2ce7760a03f539aaa618484cefbc65da5ec0d18d84f8b5c0a46fb89e098503cd,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-102,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t3.zip,otb/Couple.txt,cca65a6bc39524f524da3ab7577e4cf4dd64d4e2413a88bcc6ca9b67e3d523af,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	40	27	65,49	40	23	66
E1-CMP-103,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t3.zip,otb/Deer.txt,cab21d4d77325b67632331183b345f540604b7c160a4bf98d5160ff6b9dec726,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	13	92	76,307	4	105	81
E1-CMP-104,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t3.zip,otb/Crossing.txt,2ce7760a03f539aaa618484cefbc65da5ec0d18d84f8b5c0a46fb89e098503cd,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-105,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t3.zip,otb/Couple.txt,cca65a6bc39524f524da3ab7577e4cf4dd64d4e2413a88bcc6ca9b67e3d523af,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	40	27	65,49	40	23	66
E1-CMP-106,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t3.zip,otb/Deer.txt,cab21d4d77325b67632331183b345f540604b7c160a4bf98d5160ff6b9dec726,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	13	92	76,307	4	105	81
E1-CMP-107,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t3.zip,otb/Crossing.txt,2ce7760a03f539aaa618484cefbc65da5ec0d18d84f8b5c0a46fb89e098503cd,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-108,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t3.zip,otb/Couple.txt,cca65a6bc39524f524da3ab7577e4cf4dd64d4e2413a88bcc6ca9b67e3d523af,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	40	27	65,49	40	23	66
E1-CMP-109,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t3.zip,otb/Deer.txt,cab21d4d77325b67632331183b345f540604b7c160a4bf98d5160ff6b9dec726,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	13	92	76,307	4	105	81
E1-CMP-110,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t3.zip,otb/Crossing.txt,2ce7760a03f539aaa618484cefbc65da5ec0d18d84f8b5c0a46fb89e098503cd,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-111,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t3.zip,otb/Couple.txt,cca65a6bc39524f524da3ab7577e4cf4dd64d4e2413a88bcc6ca9b67e3d523af,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	40	27	65,49	40	23	66
E1-CMP-112,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t3.zip,otb/Deer.txt,cab21d4d77325b67632331183b345f540604b7c160a4bf98d5160ff6b9dec726,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	13	92	76,307	4	105	81
E1-CMP-113,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t3.zip,otb/Crossing.txt,2ce7760a03f539aaa618484cefbc65da5ec0d18d84f8b5c0a46fb89e098503cd,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-114,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t3.zip,otb/Couple.txt,cca65a6bc39524f524da3ab7577e4cf4dd64d4e2413a88bcc6ca9b67e3d523af,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	40	27	65,49	40	23	66
E1-CMP-115,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_b384_t3.zip,otb/Deer.txt,cab21d4d77325b67632331183b345f540604b7c160a4bf98d5160ff6b9dec726,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,310	13	92	76,307	4	105	81
E1-CMP-116,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_b384_t3.zip,otb/Crossing.txt,2ce7760a03f539aaa618484cefbc65da5ec0d18d84f8b5c0a46fb89e098503cd,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-117,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_b384_t3.zip,otb/Couple.txt,cca65a6bc39524f524da3ab7577e4cf4dd64d4e2413a88bcc6ca9b67e3d523af,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	40	27	65,49	40	23	66
E1-CMP-118,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t1.zip,otb/Deer.txt,ad1f83563b33df88524358c5d5e2f6bf7eb59c6d90b083a95ad6d8a5bbd618c7,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	6	99	86,307	4	105	81
E1-CMP-119,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t1.zip,otb/Crossing.txt,db3a37edc91171fc1572533c89ee879f33e2e19851039a7f7ac59e7548458aff,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	150	20	50,202	149	19	51
E1-CMP-120,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t1.zip,otb/Couple.txt,37307157d9ff3f30b83bfe96c362bfe66ccbccc5dad00c97ad64e77d3537ad34,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	67,49	40	23	66
E1-CMP-121,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t1.zip,otb/Deer.txt,ad1f83563b33df88524358c5d5e2f6bf7eb59c6d90b083a95ad6d8a5bbd618c7,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	6	99	86,307	4	105	81
E1-CMP-122,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t1.zip,otb/Crossing.txt,db3a37edc91171fc1572533c89ee879f33e2e19851039a7f7ac59e7548458aff,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	150	20	50,202	149	19	51
E1-CMP-123,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t1.zip,otb/Couple.txt,37307157d9ff3f30b83bfe96c362bfe66ccbccc5dad00c97ad64e77d3537ad34,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	67,49	40	23	66
E1-CMP-124,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t1.zip,otb/Deer.txt,ad1f83563b33df88524358c5d5e2f6bf7eb59c6d90b083a95ad6d8a5bbd618c7,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	6	99	86,307	4	105	81
