pair_id,side,sequence,frame_index,condition,repetition,iou,iou_float,physical_skip,pred_x_float,pred_y_float,pred_w_float,pred_h_float,pred_x_int,pred_y_int,pred_w_int,pred_h_int,gt_x,gt_y,gt_w,gt_h,initialization_frame,branch_frame_executed
R3-D12,control,Dancer,78,baseline,1,0.8444854637748038,0.8410549205208371,False,169.93209838867188,43.20777893066406,67.8319091796875,124.63790893554688,169,43,67,124,173.0,45.0,60.0,128.0,False,True
R3-D12,control,Dancer,79,baseline,1,0.7323403294967276,0.7550882846090573,False,168.16758346557617,48.98823165893555,63.23310089111328,121.8854751586914,168,48,63,121,176.0,51.0,59.0,131.0,False,True
R3-D12,control,Dancer,80,baseline,1,0.8003779825183085,0.8415185497929032,False,169.94387435913086,48.75471496582031,63.39795684814453,123.20672607421875,169,48,63,123,176.0,50.0,59.0,127.0,False,True
R3-D12,control,Dancer,81,baseline,1,0.7289719626168224,0.754767629689946,False,167.51931381225586,51.60507583618164,60.827491760253906,117.24852752685547,167,51,60,117,175.0,48.0,57.0,130.0,False,True
R3-D12,control,Dancer,82,baseline,1,0.694297666226332,0.7148505568508071,False,166.68419647216797,50.476993560791016,65.13404846191406,119.68071746826172,166,50,65,119,178.0,44.0,58.0,132.0,False,True
R3-D12,control,Dancer,83,baseline,1,0.6894303363074811,0.7210988198364181,False,167.6922492980957,41.34917068481445,63.75817108154297,123.9067611694336,167,41,63,123,181.0,38.0,52.0,135.0,False,True
R3-D12,control,Dancer,84,baseline,1,0.7244772447724477,0.7279983351130731,False,163.70679473876953,42.80266571044922,75.08442687988281,124.95753479003906,163,42,75,124,178.0,39.0,57.0,132.0,False,True
R3-D12,control,Dancer,85,baseline,1,0.7967566287878788,0.7772020242543143,False,169.19467163085938,38.76616668701172,66.669677734375,128.5096893310547,169,38,66,128,180.0,38.0,53.0,127.0,False,True
R3-D12,control,Dancer,86,baseline,1,0.707731520815633,0.7008870263879485,False,168.39758682250977,40.169883728027344,78.07659149169922,120.76429748535156,168,40,78,120,180.0,39.0,56.0,120.0,False,True
R3-D12,control,Dancer,87,baseline,1,0.7763157894736842,0.7665631959046914,False,163.14234924316406,37.58430862426758,76.07827758789062,124.40410614013672,163,37,76,124,178.0,37.0,59.0,124.0,False,True
R3-D12,control,Dancer,88,baseline,1,0.690631318804763,0.680652622991179,False,166.54047775268555,42.834129333496094,74.68695831298828,116.97108459472656,166,42,74,116,178.0,37.0,53.0,122.0,False,True
R3-D12,control,Dancer,89,baseline,1,0.7238456390809725,0.712743474059772,False,164.96890258789062,39.24960708618164,72.61160278320312,123.43303680419922,164,39,72,123,175.0,37.0,55.0,120.0,False,True
R3-D12,control,Dancer,90,baseline,1,0.635551948051948,0.6286754991598047,False,163.26389694213867,29.720603942871094,77.29825592041016,128.90077209472656,163,29,77,128,174.0,38.0,54.0,116.0,False,True
R3-D12,control,Dancer,91,baseline,1,0.7304090685066535,0.722209334834827,False,170.410400390625,39.89919662475586,68.83273315429688,114.05048370361328,170,39,68,114,175.0,37.0,52.0,121.0,False,True
R3-D12,control,Dancer,92,baseline,1,0.7918630612751179,0.792244687199105,False,172.64398956298828,31.38653564453125,65.56138610839844,118.34616088867188,172,31,65,118,174.0,35.0,56.0,121.0,False,True
R3-D12,control,Dancer,93,baseline,1,0.7521703900914458,0.7351706155973683,False,168.15803909301758,35.589515686035156,73.9757308959961,116.09828186035156,168,35,73,116,173.0,32.0,57.0,117.0,False,True
R3-D12,control,Dancer,94,baseline,1,0.6394502829426031,0.6440316660775309,False,165.48733520507812,24.94399642944336,78.7008056640625,124.34784698486328,165,24,78,124,171.0,35.0,56.0,117.0,False,True
R3-D12,control,Dancer,95,baseline,1,0.5921776329191282,0.5965229868290467,False,158.8181838989258,31.516281127929716,82.39457702636719,116.86541748046875,158,31,82,116,172.0,33.0,51.0,120.0,False,True
R3-D12,control,Dancer,71,whole_mrm1_physical_skip,1,0.7043478260869566,0.7226575722741607,True,157.39992332458496,38.82250213623047,59.60762405395508,117.24266052246094,157,38,59,117,162.0,35.0,65.0,129.0,False,True
R3-D12,control,Dancer,72,whole_mrm1_physical_skip,1,0.8277989237432734,0.8525102978895631,True,165.44711112976074,37.68235397338867,54.46548843383789,119.64215850830078,165,37,54,119,166.0,35.0,60.0,125.0,False,True
R3-D12,control,Dancer,73,whole_mrm1_physical_skip,1,0.8265356265356265,0.8396347905210392,True,168.02303504943848,39.557655334472656,59.87357711791992,116.00648498535156,168,39,59,116,169.0,28.0,59.0,136.0,False,True
R3-D12,control,Dancer,74,whole_mrm1_physical_skip,1,0.8791963707064161,0.8734407562785168,True,167.54511260986328,34.89262771606445,61.91261291503906,119.9571762084961,167,34,61,119,171.0,34.0,57.0,127.0,False,True
R3-D12,control,Dancer,75,whole_mrm1_physical_skip,1,0.8257950530035336,0.8199755277555238,True,168.5752296447754,35.9520149230957,63.95165252685547,123.9078598022461,168,35,63,123,173.0,34.0,57.0,136.0,False,True
R3-D12,control,Dancer,76,whole_mrm1_physical_skip,1,0.8083282302510717,0.8081769526129313,True,172.21684074401855,43.098453521728516,63.39645767211914,120.77184295654297,172,43,63,120,174.0,36.0,55.0,131.0,False,True
R3-D12,control,Dancer,77,whole_mrm1_physical_skip,1,0.7895346144940959,0.7838239499959506,True,169.7632064819336,42.30939865112305,67.63920593261719,124.28382110595703,169,42,67,124,175.0,40.0,55.0,130.0,False,True
R3-D12,control,Dancer,78,whole_mrm1_physical_skip,1,0.8823529411764706,0.877783236729509,True,173.1796989440918,49.79693603515625,64.12824249267578,120.2982177734375,173,49,64,120,173.0,45.0,60.0,128.0,False,True
R3-D12,control,Dancer,79,whole_mrm1_physical_skip,1,0.6565242832065535,0.6899077110241562,True,168.93474769592285,67.71578216552734,63.74970626831055,102.92005920410156,168,67,63,102,176.0,51.0,59.0,131.0,False,True
R3-D12,control,Dancer,80,whole_mrm1_physical_skip,1,0.7147045028142589,0.737110283341772,True,167.5758113861084,54.02207565307617,62.6288948059082,115.0776138305664,167,54,62,115,176.0,50.0,59.0,127.0,False,True
R3-D12,control,Dancer,81,whole_mrm1_physical_skip,1,0.7422680412371134,0.7584989374866459,True,164.29004669189453,48.272125244140625,65.51945495605469,120.38888549804688,164,48,65,120,175.0,48.0,57.0,130.0,False,True
R3-D12,control,Dancer,82,whole_mrm1_physical_skip,1,0.6923821820529373,0.7093498275687597,True,164.6063003540039,52.851863861083984,69.11692810058594,117.4924087524414,164,52,69,117,178.0,44.0,58.0,132.0,False,True
R3-D12,control,Dancer,83,whole_mrm1_physical_skip,1,0.7100396301188904,0.7270240703114027,True,165.04564666748047,40.030052185058594,66.91752624511719,129.65431213378906,165,40,66,129,181.0,38.0,52.0,135.0,False,True
R3-D12,control,Dancer,84,whole_mrm1_physical_skip,1,0.8052980132450331,0.7991723808789001,True,166.97005462646484,39.065582275390625,69.85719299316406,128.68887329101562,166,39,69,128,178.0,39.0,57.0,132.0,False,True
R3-D12,control,Dancer,85,whole_mrm1_physical_skip,1,0.7848647388059702,0.7695540558266591,True,167.80660247802734,38.58903503417969,67.48081970214844,128.55264282226562,167,38,67,128,180.0,38.0,53.0,127.0,False,True
R3-D12,control,Dancer,86,whole_mrm1_physical_skip,1,0.7192772395776641,0.7060790343197983,True,167.87700653076172,41.78767395019531,75.35856628417969,121.28872680664062,167,41,75,121,180.0,39.0,56.0,120.0,False,True
R3-D12,control,Dancer,87,whole_mrm1_physical_skip,1,0.7387868213076054,0.7281001458148858,True,164.88818359375,39.517822265625,77.04965209960938,125.83432006835938,164,39,77,125,178.0,37.0,59.0,124.0,False,True
R3-D12,control,Dancer,88,whole_mrm1_physical_skip,1,0.6598515134209023,0.659702035550399,True,165.13757324218747,44.63565444946286,74.35552978515625,109.62337493896484,165,44,74,109,178.0,37.0,53.0,122.0,False,True
R3-D12,control,Dancer,89,whole_mrm1_physical_skip,1,0.6701030927835051,0.6651294701325293,True,163.89465332031247,40.22173309326169,78.32247924804688,121.02882385253906,163,40,78,121,175.0,37.0,55.0,120.0,False,True
R3-D12,control,Dancer,90,whole_mrm1_physical_skip,1,0.6525,0.6427296291216588,True,165.54956436157224,28.65116882324216,75.71797943115234,128.71359252929688,165,28,75,128,174.0,38.0,54.0,116.0,False,True
R3-D12,control,Dancer,91,whole_mrm1_physical_skip,1,0.6532951289398281,0.6518012260419573,True,171.19101715087888,21.30126953124997,67.87248229980469,130.82815551757812,171,21,67,130,175.0,37.0,52.0,121.0,False,True
R3-D12,control,Dancer,92,whole_mrm1_physical_skip,1,0.6017350157728707,0.6083671830649595,True,168.4498138427734,16.53800964355466,74.2142333984375,128.79034423828125,168,16,74,128,174.0,35.0,56.0,121.0,False,True
R3-D12,control,Dancer,93,whole_mrm1_physical_skip,1,0.6972477064220184,0.6938832892080837,True,163.87345504760737,39.48455047607416,77.89078521728516,108.87168884277344,163,39,77,108,173.0,32.0,57.0,117.0,False,True
R3-D12,control,Dancer,94,whole_mrm1_physical_skip,1,0.6668047214744254,0.6709916939248323,True,165.7945594787597,21.913032531738224,74.71593475341797,129.39064025878906,165,21,74,129,171.0,35.0,56.0,117.0,False,True
R3-D12,control,Dancer,95,whole_mrm1_physical_skip,1,0.58,0.5842243816603154,True,158.53926849365226,30.328174591064368,84.11680603027344,119.7801742553711,158,30,84,119,172.0,33.0,51.0,120.0,False,True
R3-D07,control,David2,36,baseline,1,0.911042944785276,0.8338440223982858,False,172.2807273864746,73.4111156463623,28.755348205566406,33.73330307006836,172,73,28,33,172.0,71.0,27.0,35.0,False,True
R3-D07,control,David2,37,baseline,1,0.852910052910053,0.7679116444398401,False,174.96456241607666,75.25096797943115,26.24884605407715,31.51737403869629,174,75,26,31,173.0,71.0,27.0,35.0,False,True
R3-D07,control,David2,38,baseline,1,0.8540816326530613,0.8044414633035634,False,174.52164268493652,74.7916431427002,27.788707733154297,31.007892608642578,174,74,27,31,173.0,71.0,28.0,35.0,False,True
R3-D07,control,David2,39,baseline,1,0.801980198019802,0.7662304242799693,False,175.32377529144287,75.71827507019043,28.885385513305664,30.536441802978516,175,75,28,30,174.0,71.0,28.0,35.0,False,True
R3-D07,control,David2,40,baseline,1,0.8038277511961722,0.781116328139654,False,175.57951641082764,75.41896629333496,29.13017463684082,30.795223236083984,175,75,29,30,174.0,71.0,29.0,35.0,False,True
R3-D07,control,David2,41,baseline,1,0.8029739776951673,0.7707204389597405,False,177.51712894439697,73.78344535827637,28.220075607299805,32.00099563598633,177,73,28,32,175.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,42,baseline,1,0.8537549407114624,0.8066794744547237,False,177.00811386108398,73.60032844543457,28.455245971679688,32.26767349243164,177,73,28,32,176.0,70.0,28.0,35.0,False,True
R3-D07,control,David2,43,baseline,1,0.8307692307692308,0.7887337434474395,False,177.68744659423828,73.39011764526367,28.690414428710938,32.53434753417969,177,73,28,32,176.0,70.0,28.0,36.0,False,True
R3-D07,control,David2,44,baseline,1,0.8333333333333334,0.8046051828133927,False,176.45431804656982,74.61784362792969,29.787317276000977,30.494003295898438,176,74,29,30,176.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,45,baseline,1,0.8275862068965517,0.8064518077892678,False,178.1041383743286,73.97716903686523,27.13483238220215,32.6248779296875,178,73,27,32,176.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,46,baseline,1,0.8793103448275862,0.8358191203582109,False,177.54571151733398,72.74679946899414,27.912513732910156,34.43675231933594,177,72,27,34,176.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,47,baseline,1,0.7822429906542057,0.7818563069924603,False,177.3973264694214,73.78081130981445,29.07755470275879,31.94915008544922,177,73,29,31,176.0,70.0,28.0,36.0,False,True
R3-D07,control,David2,48,baseline,1,0.8611111111111112,0.836514930478502,False,175.33495426177979,74.0550889968872,29.864553451538086,31.571577072143555,175,74,29,31,175.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,49,baseline,1,0.7848101265822784,0.769486185062615,False,175.25471115112305,74.61563491821289,30.109344482421875,31.830360412597656,175,74,30,31,174.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,50,baseline,1,0.7262569832402235,0.7166186199308506,False,176.09302234649658,73.80169677734375,27.83137321472168,30.501968383789062,176,73,27,30,173.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,51,baseline,1,0.8275862068965517,0.8161745425482257,False,172.7423391342163,74.08257293701172,27.65091896057129,32.25701141357422,172,74,27,32,171.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,52,baseline,1,0.8074418604651162,0.7608267921116381,False,172.11930656433105,75.68335437774658,29.37496566772461,31.054006576538086,172,75,29,31,171.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,53,baseline,1,0.8321678321678322,0.7481265378118465,False,171.8677520751953,73.12775039672852,29.738441467285156,34.88658142089844,171,73,29,34,169.0,70.0,30.0,37.0,False,True
R3-D07,control,David2,54,baseline,1,0.8327137546468402,0.7382389025476489,False,169.78461456298828,74.6647891998291,29.803375244140625,32.34469985961914,169,74,29,32,168.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,55,baseline,1,0.8354430379746836,0.7706541497053174,False,168.40628051757812,74.61960792541504,29.395912170410156,33.33436965942383,168,74,29,33,167.0,70.0,29.0,37.0,False,True
R3-D07,control,David2,56,baseline,1,0.8579387186629527,0.7870759478406921,False,166.73958110809326,73.0616512298584,29.558176040649414,33.6534538269043,166,73,29,33,165.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,57,baseline,1,0.8515769944341373,0.7677084146454324,False,165.54121494293213,72.85604858398438,28.48036003112793,34.242637634277344,165,72,28,34,163.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,58,baseline,1,0.8072072072072072,0.7788228196149,False,163.72345066070557,73.98701286315918,28.141714096069336,32.496402740478516,163,73,28,32,161.0,70.0,30.0,37.0,False,True
R3-D07,control,David2,59,baseline,1,0.8074418604651162,0.7840965337906733,False,161.32923316955566,74.66360664367676,29.619762420654297,31.312793731689453,161,74,29,31,160.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,60,baseline,1,0.8275862068965517,0.7662472858658477,False,160.51751232147217,74.38833236694336,27.36441993713379,32.366676330566406,160,74,27,32,158.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,36,whole_mrm1_physical_skip,1,0.8307692307692308,0.7862108252404603,True,172.485577583313,75.91686630249023,28.640592575073242,30.27765655517578,172,75,28,30,172.0,71.0,27.0,35.0,False,True
R3-D07,control,David2,37,whole_mrm1_physical_skip,1,0.8843398157625384,0.823524166251737,True,172.87811660766602,74.78352928161621,28.605438232421875,32.20735549926758,172,74,28,32,173.0,71.0,27.0,35.0,False,True
R3-D07,control,David2,38,whole_mrm1_physical_skip,1,0.8585558852621167,0.7779817317954527,True,173.92472553253174,74.92440891265869,29.864553451538086,31.571577072143555,173,74,29,31,173.0,71.0,28.0,35.0,False,True
R3-D07,control,David2,39,whole_mrm1_physical_skip,1,0.8007699711260827,0.7475423699448734,True,176.1719627380371,74.47012710571289,27.77984619140625,33.2518310546875,176,74,27,33,174.0,71.0,28.0,35.0,False,True
R3-D07,control,David2,40,whole_mrm1_physical_skip,1,0.7946513849092646,0.7587722239854675,True,177.25110530853271,73.91487312316895,27.359086990356445,32.89450454711914,177,73,27,32,174.0,71.0,29.0,35.0,False,True
R3-D07,control,David2,41,whole_mrm1_physical_skip,1,0.8029739776951673,0.7575890290948551,True,177.32466983795166,74.53786277770996,28.220075607299805,32.00099563598633,177,74,28,32,175.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,42,whole_mrm1_physical_skip,1,0.8853754940711462,0.785769392232542,True,176.5460786819458,73.94709014892578,29.435270309448242,32.528282165527344,176,73,29,32,176.0,70.0,28.0,35.0,False,True
R3-D07,control,David2,43,whole_mrm1_physical_skip,1,0.7750677506775068,0.7545104422347633,True,178.06841564178467,73.29241180419922,29.16074562072754,33.06769561767578,178,73,29,33,176.0,70.0,28.0,36.0,False,True
R3-D07,control,David2,44,whole_mrm1_physical_skip,1,0.814176245210728,0.795652889461808,True,179.03463649749756,72.97402000427246,25.836671829223633,34.12632369995117,179,72,25,34,176.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,45,whole_mrm1_physical_skip,1,0.8275862068965517,0.7835078430268945,True,178.97582054138184,72.36367797851562,27.379138946533203,32.76836395263672,178,72,27,32,176.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,46,whole_mrm1_physical_skip,1,0.8582375478927203,0.8394942434796071,True,177.06556034088135,74.19019508361816,28.220075607299805,32.00099563598633,177,74,28,32,176.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,47,whole_mrm1_physical_skip,1,0.8615384615384616,0.8315224770967059,True,175.78442096710205,74.13073348999023,29.435270309448242,32.528282165527344,175,74,29,32,176.0,70.0,28.0,36.0,False,True
R3-D07,control,David2,48,whole_mrm1_physical_skip,1,0.8314176245210728,0.8382109705134391,True,175.4877061843872,75.0585994720459,28.64820671081543,31.09103012084961,175,75,28,31,175.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,49,whole_mrm1_physical_skip,1,0.8029739776951673,0.7687050264875944,True,176.55628299713135,73.88172340393066,28.220075607299805,32.00099563598633,176,73,28,32,174.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,50,whole_mrm1_physical_skip,1,0.7567811934900542,0.7450145810295357,True,175.00235557556152,74.82319068908691,29.619762420654297,31.312793731689453,175,74,29,31,173.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,51,whole_mrm1_physical_skip,1,0.835820895522388,0.7790621392544074,True,172.77382946014404,74.10686874389648,28.315271377563477,33.159095764160156,172,74,28,33,171.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,52,whole_mrm1_physical_skip,1,0.8029739776951673,0.7643109725085485,True,173.1463098526001,73.85212898254395,28.925580978393555,32.801021575927734,173,73,28,32,171.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,53,whole_mrm1_physical_skip,1,0.8126094570928196,0.7921109020045066,True,170.2942657470703,74.70103073120117,30.35413360595703,32.089141845703125,170,74,30,32,169.0,70.0,30.0,37.0,False,True
R3-D07,control,David2,54,whole_mrm1_physical_skip,1,0.7821229050279329,0.7788859918939466,True,169.1662721633911,75.44128131866455,29.190282821655273,30.783811569213867,169,75,29,30,168.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,55,whole_mrm1_physical_skip,1,0.7862318840579711,0.7594633700203912,True,168.40594673156738,75.50866794586182,29.37496566772461,31.054006576538086,168,75,29,31,167.0,70.0,29.0,37.0,False,True
R3-D07,control,David2,56,whole_mrm1_physical_skip,1,0.7720306513409961,0.8010468425907327,True,167.26990795135498,74.55996608734131,26.76963996887207,31.323694229125977,167,74,26,31,165.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,57,whole_mrm1_physical_skip,1,0.8880597014925373,0.8028198521925705,True,164.0979290008545,72.95698547363281,28.732616424560547,35.72181701660156,164,72,28,35,163.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,58,whole_mrm1_physical_skip,1,0.7495495495495496,0.7605945126185213,True,164.8303518295288,73.90924835205078,26.470041275024414,32.54517364501953,164,73,26,32,161.0,70.0,30.0,37.0,False,True
R3-D07,control,David2,59,whole_mrm1_physical_skip,1,0.8045977011494253,0.7800614987129353,True,161.35958766937256,74.76094245910645,28.885385513305664,30.536441802978516,161,74,28,30,160.0,70.0,29.0,36.0,False,True
R3-D07,control,David2,60,whole_mrm1_physical_skip,1,0.8579387186629527,0.8006706609824418,True,159.1957769393921,73.74422836303711,29.429590225219727,33.06080627441406,159,73,29,33,158.0,70.0,29.0,36.0,False,True
R3-D11,control,David2,261,baseline,1,0.8363201911589009,0.7778580631936254,False,97.43864345550537,87.35366249084473,25.204675674438477,28.36703872680664,97,87,25,28,95.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,262,baseline,1,0.8387096774193549,0.8031078626330219,False,96.34902572631836,87.87282371520996,26.19268035888672,27.689823150634766,96,87,26,27,95.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,263,baseline,1,0.776878612716763,0.7828605324078738,False,96.1338758468628,85.99658107757568,25.335580825805664,28.8458194732666,96,85,25,28,93.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,264,baseline,1,0.8684863523573201,0.7514821744201514,False,93.77218055725098,86.86655235290527,25.458988189697266,28.52304458618164,93,86,25,28,92.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,265,baseline,1,0.8083832335329342,0.7827134270047358,False,91.4492416381836,87.4933032989502,25.225418090820312,28.261363983154297,91,87,25,28,90.0,84.0,27.0,30.0,False,True
R3-D11,control,David2,266,baseline,1,0.7741935483870968,0.7975846607206329,False,89.66582489013672,87.24109077453613,24.089309692382812,27.81692123413086,89,87,24,27,87.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,267,baseline,1,0.7776497695852534,0.7633514283251446,False,87.48308658599854,87.04480171203613,25.299734115600586,27.958187103271484,87,87,25,27,85.0,83.0,28.0,31.0,False,True
R3-D11,control,David2,268,baseline,1,0.7694145758661888,0.7727918828455503,False,86.50432300567627,85.92674541473389,23.12312126159668,28.202775955200195,86,85,23,28,84.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,269,baseline,1,0.8064516129032258,0.805820623347063,False,83.25532627105713,86.70781135559082,25.21351432800293,26.65468978881836,83,86,25,26,82.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,270,baseline,1,0.8064516129032258,0.7764243360651921,False,80.78356266021729,87.05595970153809,25.458303451538086,26.913471221923828,80,87,25,26,79.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,271,baseline,1,0.7444168734491315,0.7500077438363583,False,76.13289165496826,87.43114280700684,24.519838333129883,25.858402252197266,76,87,24,25,74.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,272,baseline,1,0.7741935483870968,0.7677028292541097,False,75.8700590133667,87.44970703125,24.72393226623535,26.137123107910156,75,87,24,26,74.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,273,baseline,1,0.7455197132616488,0.6973085139170606,False,73.71479225158691,85.99342250823975,24.96872329711914,26.395906448364258,73,85,24,26,70.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,274,baseline,1,0.78125,0.7750441153373188,False,69.2521162033081,86.39626693725586,25.336877822875977,27.56689453125,69,86,25,27,67.0,83.0,27.0,32.0,False,True
R3-D11,control,David2,275,baseline,1,0.7533482142857143,0.7694034919558761,False,66.44364261627197,86.64389324188232,25.94788932800293,27.431039810180664,66,86,25,27,64.0,82.0,28.0,32.0,False,True
R3-D11,control,David2,276,baseline,1,0.7741935483870968,0.7816765807349045,False,63.64051818847656,86.66493225097656,24.89038848876953,27.348472595214844,63,86,24,27,61.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,277,baseline,1,0.8064516129032258,0.8005808246976912,False,59.53758525848389,87.18871402740479,25.703096389770508,27.17225456237793,59,87,25,27,58.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,278,baseline,1,0.7741935483870968,0.7810681562779027,False,57.61878681182861,86.9397029876709,24.596899032592773,27.13577651977539,57,86,24,27,55.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,279,baseline,1,0.8307692307692308,0.8220221359095193,False,54.10146903991699,85.8077507019043,24.914012908935547,27.80017852783203,54,85,24,27,52.0,84.0,26.0,30.0,False,True
R3-D11,control,David2,280,baseline,1,0.78125,0.7945090424456985,False,50.02811050415039,85.94685935974121,26.45447540283203,26.913311004638672,50,85,26,26,49.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,281,baseline,1,0.8974358974358975,0.7807876925206783,False,44.8871841430664,85.7613353729248,25.162902832031257,28.534221649169922,44,85,25,28,43.0,83.0,26.0,30.0,False,True
R3-D11,control,David2,282,baseline,1,0.8393285371702638,0.7582728464208841,False,45.28721332550049,85.92025756835938,26.181249618530273,29.477920532226562,45,85,26,29,44.0,83.0,26.0,30.0,False,True
R3-D11,control,David2,283,baseline,1,0.7961538461538461,0.7678273189594329,False,44.23367214202881,85.38463592529297,23.955949783325195,27.863845825195312,44,85,23,27,41.0,83.0,26.0,30.0,False,True
R3-D11,control,David2,284,baseline,1,0.7765830346475507,0.7607653618791912,False,40.56327152252197,86.56400489807129,25.458303451538086,26.913471221923828,40,86,25,26,38.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,285,baseline,1,0.8335329341317366,0.7806367460060055,False,38.09983921051026,85.5665225982666,25.426450729370117,29.26443862915039,38,85,25,29,36.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,261,whole_mrm1_physical_skip,1,0.7096774193548387,0.7383417077261744,True,97.4803991317749,87.5531644821167,22.866525650024414,27.02605628967285,97,87,22,27,95.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,262,whole_mrm1_physical_skip,1,0.7096774193548387,0.6963713695847585,True,98.88815879821777,88.13451480865479,22.25357437133789,27.832799911499023,98,88,22,27,95.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,263,whole_mrm1_physical_skip,1,0.7804878048780488,0.7642423218664398,True,95.55074882507324,87.14274311065674,24.649166107177734,29.829984664916992,95,87,24,29,93.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,264,whole_mrm1_physical_skip,1,0.75,0.7269079147330859,True,94.49870872497559,87.32572746276855,25.453929901123047,26.843486785888672,94,87,25,26,92.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,265,whole_mrm1_physical_skip,1,0.7950617283950617,0.7653527846886631,True,92.13045120239258,86.81243324279785,23.5467529296875,28.310840606689453,92,86,23,28,90.0,84.0,27.0,30.0,False,True
R3-D11,control,David2,266,whole_mrm1_physical_skip,1,0.7765830346475507,0.7504791755999993,True,89.7520227432251,87.58398628234863,25.458303451538086,26.913471221923828,89,87,25,26,87.0,84.0,27.0,31.0,False,True
R3-D11,control,David2,267,whole_mrm1_physical_skip,1,0.8064516129032258,0.8052190787694365,True,87.75437068939209,85.92481803894043,25.543001174926758,28.22701644897461,87,85,25,28,85.0,83.0,28.0,31.0,False,True
R3-D11,control,David2,268,whole_mrm1_physical_skip,1,0.7359617682198327,0.7593399856567777,True,86.48127555847168,86.07025909423828,22.98880386352539,28.30231475830078,86,86,22,28,84.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,269,whole_mrm1_physical_skip,1,0.8064516129032258,0.8029926424999004,True,83.30349063873291,86.7040843963623,25.21351432800293,26.65468978881836,83,86,25,26,82.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,270,whole_mrm1_physical_skip,1,0.8064516129032258,0.7736853405081517,True,80.83172702789307,87.05223274230957,25.458303451538086,26.913471221923828,80,87,25,26,79.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,271,whole_mrm1_physical_skip,1,0.7704714640198511,0.7817403686242707,True,76.7136869430542,86.75072479248047,23.45457649230957,27.21178436279297,76,86,23,27,74.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,272,whole_mrm1_physical_skip,1,0.8057553956834532,0.7410156360506726,True,76.06308650970459,86.79676818847656,25.533708572387695,28.35088348388672,76,86,25,28,74.0,83.0,26.0,31.0,False,True
R3-D11,control,David2,273,whole_mrm1_physical_skip,1,0.8363201911589009,0.7819909838827492,True,72.64296817779541,85.74125671386719,25.398069381713867,28.80089569091797,72,85,25,28,70.0,83.0,27.0,31.0,False,True
R3-D11,control,David2,274,whole_mrm1_physical_skip,1,0.78125,0.7816476139916587,True,69.27003765106201,86.19125175476074,25.35563087463379,27.859661102294922,69,86,25,27,67.0,83.0,27.0,32.0,False,True
R3-D11,control,David2,275,whole_mrm1_physical_skip,1,0.6629464285714286,0.689723224739741,True,68.22520351409912,86.61535167694092,22.866525650024414,27.02605628967285,68,86,22,27,64.0,82.0,28.0,32.0,False,True
